"","ARPE19","T53D4","RasV12","MekDD","Aktmyr"
"PANK4",9.30485493501626,9.44086933517215,9.71952384493461,9.3652430441107,9.44990588194942
"PRXL2B",10.4077164743093,10.5962159101394,10.395100462156,10.5756161752952,10.0915947647425
"MMEL1",1.48558893259253,1.50657174823591,1.38570978031985,1.34464288206202,1.41813067431785
"ARHGEF16",6.67346415641926,6.85319730255669,6.02828784424527,6.13677959576183,5.85369912768573
"MEGF6",10.8139562982158,11.0942762763294,7.0249136874157,9.94398024469044,10.7289274442396
"TPRG1L",10.7850061082858,10.5565012639941,10.4465975598663,10.2889778620063,10.4116851983766
"WRAP73",8.77945926262655,8.90356080704406,9.03415702541838,8.90155549348233,8.64411098551889
"TP73",5.20972208205848,5.22836254114778,5.17064818513246,6.25038971789889,4.96205834894318
"SMIM1",5.43050712137519,5.47142066162117,5.21258587381212,5.30169529316151,5.535459694897
"LRRC47",10.8498754163604,10.9816942489279,10.9000359042364,10.9548050532538,10.7186849237986
"C1orf174",9.12651957633533,9.35565972000273,9.46503750866088,9.14334535414013,9.24248871267229
