"","x"
"NIPAL1",2
"OCIAD1",2
"OCIAD2",2
"KDR",2
"NOA1",2
"ENAM",2
"UTP3",2
"MOB1B",2
"COX18",2
"PPBP",2
"CXCL5",2
"CXCL3",2
"CXCL2",2
"MTHFD2L",2
"AREG",2
"PARM1",2
"THAP6",2
"NAAA",2
"SDAD1",2
"SEPTIN11",2
"MRPL1",2
"BMP2K",2
"PAQR3",2
"ANTXR2",2
"PRDM8",2
"FGF5",2
"PRKG2",2
"TMEM150C",2
"COQ2",2
"HELQ",2
"ABRAXAS1",2
"GPAT3",2
"ARHGAP24",2
"HERC5",2
"GPRIN3",2
"SNCA",2
"CCSER1",2
"TSPAN5",2
"EIF4E",2
"METAP1",2
"DNAJB14",2
"UBE2D3",2
"TACR3",2
"PPA2",2
"DKK2",2
"RPL34",2
"UGT8",2
"USP53",2
"TRPC3",2
"SPRY1",2
"NAA15",2
"MAML3",2
"SCOC",2
"INPP4B",2
"ANAPC10",2
"ABCE1",2
"EDNRA",2
"NR3C2",2
"RPS3A",2
"ARFIP1",2
"FHDC1",2
"RBM46",2
"NAF1",2
"ANXA10",2
"CBR4",2
"SH3RF1",2
"AADAT",2
"VEGFC",2
"DCTD",2
"ING2",2
"CFAP97",2
"FRG1",2
"CEP72",2
"BRD9",2
"MRPL36",2
"ADAMTS16",2
"MED10",2
"NSUN2",2
"MTRR",2
"CCT5",2
"CMBL",2
"DAP",2
"ZNF622",2
"CDH12",2
"MTMR12",2
"RXFP3",2
"RAI14",2
"BRIX1",2
"PRLR",2
"LIFR",2
"OSMR",2
"PRKAA1",2
"RPL37",2
"PLCXD3",2
"CCDC152",2
"ZNF131",2
"MRPS30",2
"PELO",2
"ITGA2",2
"MOCS2",2
"FST",2
"ESM1",2
"MCIDAS",2
"CCNO",2
"DHX29",2
"MTREX",2
"SLC38A9",2
"IL31RA",2
"MIER3",2
"PDE4D",2
"NDUFAF2",2
"DIMT1",2
"SREK1IP1",2
"ADAMTS6",2
"PPWD1",2
"MAST4",2
"CCNB1",2
"CDK7",2
"TAF9",2
"GTF2H2C",2
"SMN2",2
"GTF2H2",2
"MRPS27",2
"TNPO1",2
"TMEM171",2
"FOXD1",2
"BTF3",2
"UTP15",2
"IQGAP2",2
"TBCA",2
"ARSB",2
"HOMER1",2
"MSH3",2
"ZCCHC9",2
"RPS23",2
"XRCC4",2
"COX7C",2
"RASA1",2
"CCNH",2
"TMEM161B",2
"POLR3G",2
"ADGRV1",2
"MCTP1",2
"RIOK2",2
"RGMB",2
"CHD1",2
"ST8SIA4",2
"GIN1",2
"FBXL17",2
"MAN2A1",2
"WDR36",2
"SRP19",2
"TRIM36",2
"ATG12",2
"SEMA6A",2
"SRFBP1",2
"MARCHF3",2
"CCDC192",2
"CHSY3",2
"CSF2",2
"PDLIM4",2
"SLC22A4",2
"HSPA4",2
"TCF7",2
"JADE2",2
"CAMLG",2
"SPOCK1",2
"MYOT",2
"BRD8",2
"EGR1",2
"ETF1",2
"HSPA9",2
"PAIP2",2
"NRG2",2
"PFDN1",2
"HBEGF",2
"SRA1",2
"TMCO6",2
"WDR55",2
"PCDHGC3",2
"PCDHGC5",2
"PCDH1",2
"DELE1",2
"GNPDA1",2
"SPRY4",2
"STK32A",2
"ABLIM3",2
"CSNK1A1",2
"PPARGC1B",2
"HMGXB3",2
"CSF1R",2
"TCOF1",2
"RPS14",2
"SMIM3",2
"GPX3",2
"ATOX1",2
"G3BP1",2
"GEMIN5",2
"THG1L",2
"SLU7",2
"PTTG1",2
"HMMR",2
"INSYN2B",2
"NPM1",2
"NOP16",2
"FAF2",2
"SNCB",2
"UIMC1",2
"PRELID1",2
"F12",2
"PRR7",2
"NHP2",2
"HNRNPAB",2
"GFPT2",2
"CNOT6",2
"ZFP62",2
"BTNL8",2
"RACK1",2
"ECI2",2
"LYRM4",2
"SSR1",2
"RIOK1",2
"TXNDC5",2
"EEF1E1",2
"PAK1IP1",2
"ADTRP",2
"NOL7",2
"RNF182",2
"JARID2",2
"E2F3",2
"TRIM38",2
"H2BC5",2
"HMGN4",2
"ABT1",2
"H2BC11",2
"H4C9",2
"H2BC12",2
"ZSCAN12",2
"TRIM39",2
"PPP1R10",2
"MRPS18B",2
"C6orf136",2
"PPP1R18",2
"C6orf47",2
"LY6G5C",2
"CLIC1",2
"LSM2",2
"HLA-DRA",2
"HLA-DRB1",2
"HLA-DPA1",2
"RPS18",2
"WDR46",2
"PFDN6",2
"PHF1",2
"CUTA",2
"ZBTB9",2
"HMGA1",2
"SMIM29",2
"PPARD",2
"RPL10A",2
"SRPK1",2
"MAPK13",2
"BRPF3",2
"PPIL1",2
"MTCH1",2
"GLO1",2
"KCNK5",2
"MOCS1",2
"OARD1",2
"NFYA",2
"TREM1",2
"BYSL",2
"TAF8",2
"TBCC",2
"RPL7L1",2
"MEA1",2
"MRPL2",2
"POLR1C",2
"CAPN11",2
"HSP90AB1",2
"SLC35B2",2
"AARS2",2
"RUNX2",2
"C6orf141",2
"EYS",2
"ADGRB3",2
"EEF1A1",2
"ELOVL4",2
"TENT5A",2
"TPBG",2
"UBE3D",2
"NT5E",2
"RNGTT",2
"MAP3K7",2
"EPHA7",2
"NDUFAF4",2
"USP45",2
"POPDC3",2
"CRYBG1",2
"MTRES1",2
"BEND3",2
"PDSS2",2
"SOBP",2
"CEP57L1",2
"RPF2",2
"CCN6",2
"DSE",2
"ZUP1",2
"NUS1",2
"ASF1A",2
"FAM184A",2
"HSF2",2
"PKIB",2
"SMPDL3A",2
"NKAIN2",2
"RSPO3",2
"ARHGAP18",2
"SAMD3",2
"TMEM200A",2
"VNN1",2
"RPS12",2
"TBPL1",2
"SGK1",2
"IL20RA",2
"REPS1",2
"ABRACL",2
"HIVEP2",2
"ADAT2",2
"LTV1",2
"FBXO30",2
"RAET1E",2
"RAET1G",2
"AKAP12",2
"RMND1",2
"MYCT1",2
"RGS17",2
"TFB1M",2
"TMEM242",2
"ZDHHC14",2
"SYNJ2",2
"WTAP",2
"TCP1",2
"MRPL18",2
"SLC22A3",2
"MAP3K4",2
"SFT2D1",2
"C6orf120",2
"ERMARD",2
"PDCD2",2
"PDGFA",2
"COX19",2
"ZFAND2A",2
"GNA12",2
"WIPI2",2
"ZDHHC4",2
"COL28A1",2
"MIOS",2
"ETV1",2
"RAPGEF5",2
"STEAP1B",2
"KLHL7",2
"NUP42",2
"IGF2BP3",2
"CPVL",2
"AVL9",2
"NT5C3A",2
"RP9",2
"INHBA",2
"MRPL32",2
"STK17A",2
"COA1",2
"CAMK2B",2
"DDX56",2
"TBRG4",2
"ADCY1",2
"HUS1",2
"C7orf57",2
"MRPS17",2
"CCT6A",2
"SUMF2",2
"CHCHD2",2
"ZNF107",2
"ZNF273",2
"ZNF92",2
"CRCP",2
"NSUN5",2
"BCL7B",2
"DNAJC30",2
"STX1A",2
"METTL27",2
"TMEM270",2
"LIMK1",2
"RCC1L",2
"POR",2
"TMEM120A",2
"MDH2",2
"GSAP",2
"PTPN12",2
"SEMA3A",2
"DMTF1",2
"DBF4",2
"STEAP1",2
"GTPBP10",2
"CLDN12",2
"CDK14",2
"GATAD1",2
"PEX1",2
"TFPI2",2
"BET1",2
"BRI3",2
"SMURF1",2
"KPNA7",2
"ARPC1A",2
"ARPC1B",2
"CPSF4",2
"FAM200A",2
"ZNF655",2
"TRIM4",2
"COPS6",2
"MAP11",2
"SPDYE3",2
"MEPCE",2
"SRRT",2
"UFSP1",2
"MUC12",2
"VGF",2
"PLOD3",2
"LRWD1",2
"DNAJC2",2
"ORC5",2
"PUS7",2
"RINT1",2
"NAMPT",2
"COG5",2
"DUS4L",2
"BCAP29",2
"SLC26A4",2
"DOCK4",2
"ZNF277",2
"MDFIC",2
"PTPRZ1",2
"ZNF800",2
"LRRC4",2
"PRRT4",2
"METTL2B",2
"FAM71F2",2
"TMEM209",2
"PODXL",2
"SLC35B4",2
"DENND11",2
"CLEC5A",2
"EPHA1",2
"PAXIP1",2
"PTPRN2",2
"MSL3",2
"TXLNG",2
"EIF1AX",2
"SAT1",2
"EIF2S3",2
"IL1RAPL1",2
"LANCL3",2
"SRPX",2
"ATP6AP2",2
"NDP",2
"CHST7",2
"SLC9A7",2
"RBM10",2
"UBA1",2
"USP11",2
"ZNF41",2
"SYN1",2
"TIMP1",2
"ELK1",2
"SSX1",2
"PORCN",2
"PQBP1",2
"PRAF2",2
"WDR45",2
"PLP2",2
"SYP",2
"USP27X",2
"NUDT10",2
"NUDT11",2
"GSPT2",2
"TSPYL2",2
"FGD1",2
"GNL3L",2
"APEX2",2
"PAGE5",2
"ZXDB",2
"STARD8",2
"IGBP1",2
"GCNA",2
"RPS4X",2
"RPS6KA6",2
"DIAPH2",2
"SRPX2",2
"CSTF2",2
"XKRX",2
"TRMT2B",2
"RPL36A",2
"GLA",2
"ARMCX2",2
"TCEAL2",2
"BEX5",2
"BEX4",2
"TCEAL8",2
"BEX2",2
"BEX3",2
"ZCCHC18",2
"CLDN2",2
"COL4A6",2
"RTL9",2
"TRPC5",2
"IL13RA2",2
"UBE2A",2
"NKRF",2
"RPL39",2
"C1GALT1C1",2
"GLUD2",2
"GRIA3",2
"THOC2",2
"XIAP",2
"SMARCA1",2
"APLN",2
"UTP14A",2
"ZNF280C",2
"MBNL3",2
"RBMX",2
"FGF13",2
"MAGEA11",2
"MTMR1",2
"CETN2",2
"NSDHL",2
"ZNF185",2
"CCNQ",2
"BCAP31",2
"ABCD1",2
"VBP1",2
"RAB39B",2
"TDRP",2
"MCPH1",2
"AGPAT5",2
"PRAG1",2
"MFHAS1",2
"MSRA",2
"PINX1.1",2
"BLK",2
"NEIL2",2
"CTSB",2
"DLC1",2
"MICU3",2
"SLC7A2",2
"INTS10",2
"PHYHIP",2
"BIN3",2
"SLC25A37",2
"NKX3-1",2
"ADAM28",2
"TRIM35",2
"ELP3",2
"FZD3",2
"DUSP4",2
"GTF2E2",2
"UBXN8",2
"MAK16",2
"DUSP26",2
"ZNF703",2
"PLPP5",2
"LETM2",2
"TCIM",2
"ZMAT4",2
"SFRP1",2
"THAP1",2
"FNTA",2
"ST18",2
"RGS20",2
"LYPLA1",2
"MRPL15",2
"RP1",2
"PLAG1",2
"CHCHD7",2
"ARMC1",2
"PDE7A",2
"RRS1",2
"MCMDC2",2
"CSPP1",2
"CPA6",2
"RPL7",2
"UBE2W",2
"ELOC",2
"IL7",2
"HEY1",2
"ZNF704",2
"FABP5",2
"FABP4",2
"ZFAND1",2
"CHMP4C",2
"SNX16",2
"E2F5",2
"CA13",2
"CA2",2
"ATP6V0D2",2
"WWP1",2
"RMDN1",2
"CPNE3",2
"MMP16",2
"RIPK2",2
"OSGIN2",2
"PIP4P2",2
"OTUD6B",2
"LRRC69",2
"FAM92A",2
"PDP1",2
"GEM",2
"NDUFAF6",2
"MTERF3",2
"PTDSS1",2
"STK3",2
"PABPC1",2
"DCAF13",2
"EIF3E",2
"EMC2",2
"TMEM74",2
"NUDCD1",2
"KCNV1",2
"CSMD3",2
"TRPS1",2
"EIF3H",2
"UTP23",2
"MRPL13",2
"ZHX2",2
"WDYHV1",2
"FER1L6",2
"TATDN1",2
"MTSS1",2
"NSMCE2",2
"TRIB1",2
"MYC",2
"KCNQ3",2
"TMEM71",2
"ST3GAL1",2
"KHDRBS3",2
"COL22A1",2
"PTK2",2
"ZFP41",2
"ZNF696",2
"TOP1MT",2
"PYCR3",2
"ZNF623",2
"ZNF707",2
"EXOSC4",2
"GPAA1",2
"CYC1",2
"HGH1",2
"HSF1",2
"SLC52A2",2
"CPSF1",2
"C8orf82",2
"ARHGAP39",2
"RPL8",2
"ZNF7",2
"PUM3",2
"RCL1",2
"PDCD1LG2",2
"RANBP6",2
"IL33",2
"GLDC",2
"DMAC1",2
"ZDHHC21",2
"HAUS6",2
"RPS6",2
"ACER2",2
"IFNE",2
"MTAP",2
"C9orf72",2
"NOL6",2
"PRSS3",2
"UBE2R2",2
"UBAP1",2
"NUDT2",2
"RPP25L",2
"STOML2",2
"CREB3",2
"GBA2",2
"RGP1",2
"CLTA",2
"ZCCHC7",2
"POLR1E",2
"TRMT10B",2
"ANKRD18A",2
"CBWD5",2
"C9orf85",2
"RORB",2
"RFK",2
"FRMD3",2
"TUT7",2
"CTSL",2
"SHC3",2
"SECISBP2",2
"SEMA4D",2
"NOL8",2
"IPPK",2
"CARD19",2
"SLC35D2",2
"TMOD1",2
"GABBR2",2
"ANKS6",2
"NR4A3",2
"ERP44",2
"TEX10",2
"MRPL50",2
"ABITRAM",2
"PALM2AKAP2",2
"WHRN",2
"TNFSF15",2
"TNFSF8",2
"TNC",2
"PAPPA",2
"RBM18",2
"MRRF",2
"ZBTB6",2
"LHX2",2
"PSMB7",2
"NR6A1",2
"RPL35",2
"ARPC5L",2
"RABEPK",2
"MAPKAP1",2
"RPL12",2
"NIBAN2",2
"TOR2A",2
"CDK9",2
"FPGS",2
"AK1",2
"ST6GALNAC4",2
"PIP5KL1",2
"CIZ1",2
"SWI5",2
"TRUB2",2
"COQ4",2
"SLC27A4",2
"PHYHD1",2
"NUP188",2
"MIGA2",2
"TOR1A",2
"EXOSC2",2
"MED27",2
"NTNG2",2
"DDX31",2
"GTF3C5",2
"SURF6",2
"RPL7A",2
"VAV2",2
"MRPS2",2
"TMEM250",2
"ENTR1",2
"DPP7",2
"NDOR1",2
"RNF208",2
"CYSRT1",2
"TOR4A",2
"ARRDC1",2
"PTDSS2",2
"HRAS",2
"CEND1",2
"PIDD1",2
"RPLP2",2
"CRACR2B",2
"CD151",2
"POLR2L",2
"TSPAN4",2
"CTSD",2
"MRPL23",2
"PHLDA2",2
"ZNF195",2
"NUP98",2
"TPP1",2
"DCHS1",2
"MRPL17",2
"SYT9",2
"RIC3",2
"TRIM66",2
"RPL27A",2
"NRIP3",2
"IPO7",2
"ZNF143",2
"PDE3B",2
"INSC",2
"RPS13",2
"MRGPRX4",2
"TSG101",2
"PRMT3",2
"GAS2",2
"SVIP",2
"ARL14EP",2
"DNAJC24",2
"RCN1",2
"EIF3M",2
"CCDC73",2
"CSTF3",2
"C11orf91",2
"CD59",2
"NAT10",2
"EHF",2
"APIP",2
"CD44",2
"CHST1",2
"MAPK8IP1",2
"DGKZ",2
"MDK",2
"LRP4",2
"PACSIN3",2
"DDB2",2
"NDUFS3",2
"TIMM10",2
"CLP1",2
"TMX2",2
"SELENOH",2
"LPXN",2
"CNTF",2
"GLYATL1",2
"CCDC86",2
"PRPF19",2
"TKFC",2
"SDHAF2",2
"TMEM258",2
"B3GAT3",2
"INTS5",2
"LBHD1",2
"CSKMT",2
"TTC9C",2
"TMEM223",2
"NXF1",2
"WDR74",2
"SPINDOC",2
"COX8A",2
"NUDT22",2
"RPS6KA4",2
"ZNHIT2",2
"MRPL49",2
"DPF2",2
"ZNRD2",2
"FOSL1",2
"C11orf68",2
"DRAP1",2
"TSGA10IP",2
"EIF1AD",2
"YIF1A",2
"RIN1",2
"MRPL11",2
"RBM14",2
"ANKRD13D",2
"NDUFS8",2
"CPT1A",2
"MRPL21",2
"IGHMBP2",2
"MYEOV",2
"CCND1",2
"LTO1",2
"FAM86C1",2
"PDE2A",2
"RELT",2
"DGAT2",2
"UVRAG",2
"THAP12",2
"CLNS1A",2
"ALG8",2
"PCF11",2
"ANKRD42",2
"TMEM126B",2
"RAB38",2
"CTSC",2
"TAF1D",2
"MED17",2
"SRSF8",2
"PGR",2
"YAP1",2
"BIRC2",2
"MMP10",2
"MMP1",2
"MMP3",2
"DCUN1D5",2
"CASP4",2
"AASDHPPT",2
"ALKBH8",2
"ELMOD1",2
"SLC35F2",2
"EXPH5",2
"ZC3H12C",2
"FDXACB1",2
"C11orf1",2
"DLAT",2
"SDHD",2
"DRD2",2
"ZPR1",2
"CEP164",2
"KMT2A",2
"RPS25",2
"TRAPPC4",2
"DPAGT1",2
"C2CD2L",2
"CBL",2
"NECTIN1",2
"OAF",2
"BLID",2
"UBASH3B",2
"JHY",2
"HSPA8",2
"CLMP",2
"GRAMD1B",2
"ZNF202",2
"TBRG1",2
"SIAE",2
"NRGN",2
"ESAM",2
"MSANTD2",2
"ROBO4",2
"SLC37A2",2
"HYLS1",2
"RPUSD4",2
"NFRKB",2
"NTM",2
"THYN1",2
"ACAD8",2
"GTPBP4",2
"AKR1C1",2
"AKR1C2",2
"IL15RA",2
"PROSER2",2
"NUDT5",2
"OLAH",2
"GPR158",2
"PDSS1",2
"ZNF438",2
"ZEB1",2
"CCDC7",2
"NRP1",2
"FZD8",2
"ZNF33B",2
"BMS1",2
"ZNF239",2
"AGAP4",2
"TIMM23",2
"ZNF488",2
"AGAP9",2
"MAPK8",2
"ARHGAP22",2
"TMEM273",2
"TIMM23B",2
"AGAP6",2
"ASAH2",2
"ASAH2B",2
"UBE2D1",2
"TFAM",2
"CCDC6",2
"ADO",2
"EGR2",2
"NRBF2",2
"JMJD1C",2
"HERC4",2
"DDX50",2
"DDX21",2
"KIFBP",2
"SRGN",2
"VPS26A",2
"SUPV3L1",2
"HK1",2
"COL13A1",2
"PPA1",2
"NUDT13",2
"ECD",2
"FAM149B1",2
"MRPS16",2
"MSS51",2
"PPP3CB",2
"AGAP5",2
"CAMK2G",2
"AP3M1",2
"ADK",2
"VDAC2",2
"DLG5",2
"POLR3A",2
"PPIF",2
"ZCCHC24",2
"PRXL2A",2
"WAPL",2
"MMRN2",2
"SNCG",2
"ADIRF",2
"GLUD1",2
"SHLD2",2
"MINPP1",2
"ANKRD22",2
"STAMBPL1",2
"IFIT3",2
"IFIT5",2
"HTR7",2
"RPP30",2
"PCGF5",2
"HECTD2",2
"TNKS2",2
"FGFBP3",2
"IDE",2
"FRA10AC1",2
"NOC3L",2
"CYP2C9",2
"TCTN3",2
"ENTPD1",2
"CC2D2B",2
"CCNJ",2
"TM9SF3",2
"RRP12",2
"EXOSC1",2
"MORN4",2
"PI4K2A",2
"R3HCC1L",2
"DNMBP",2
"CHUK",2
"CWF19L1",2
"BLOC1S2",2
"NDUFB8",2
"SLF2",2
"MRPL43",2
"TWNK",2
"NPM3",2
"ARMH3",2
"HPS6",2
"PPRC1",2
"NOLC1",2
"PITX3",2
"PSD",2
"CUEDC2",2
"ACTR1A",2
"SUFU",2
"TRIM8",2
"BORCS7",2
"NT5C2",2
"ATP5MD",2
"PDCD11",2
"SH3PXD2A",2
"STN1",2
"SLK",2
"COL17A1",2
"SFR1",2
"GSTO1",2
"GSTO2",2
"ITPRIP",2
"SMNDC1",2
"DUSP5",2
"BBIP1",2
"SHOC2",2
"GPAM",2
"TECTB",2
"ZDHHC6",2
"VTI1A",2
"NHLRC2",2
"PNLIPRP3",2
"SLC18A2",2
"PDZD8",2
"RAB11FIP2",2
"CACUL1",2
"EIF3A",2
"SFXN4",2
"PRDX3",2
"GRK5",2
"RGS10",2
"TIAL1",2
"BAG3",2
"INPP5F",2
"SEC23IP",2
"PLPP4",2
"ATE1",2
"HTRA1",2
"FAM24B",2
"C10orf88",2
"PSTK",2
"IKZF5",2
"HMX3",2
"BUB3",2
"CHST15",2
"OAT",2
"ABRAXAS2",2
"EDRF1",2
"BCCIP",2
"DOCK1",2
"INSYN2A",2
"PTPRE",2
"GLRX3",2
"PPP2R2D",2
"PWWP2B",2
"INPP5A",2
"KNDC1",2
"ADAM8",2
"TUBGCP2",2
"CALY",2
"AL360181.3",2
"MTG1",2
"ITFG2",2
"P3H3",2
"SPSB2",2
"PHB2",2
"CD163L1",2
"KLRG1",2
"CLEC2B",2
"MAGOHB",2
"HEBP1",2
"PLCZ1",2
"SLCO1B3",2
"GOLT1B",2
"ABCC9",2
"CMAS",2
"ST8SIA1",2
"ETNK1",2
"RASSF8",2
"PPFIBP1",2
"MRPS35",2
"KLHL42",2
"CAPRIN2",2
"SINHCAF",2
"AMN1",2
"RESF1",2
"BICD1",2
"YARS2",2
"CPNE8",2
"ZCRB1",2
"PUS7L",2
"TWF1",2
"RAPGEF3",2
"VDR",2
"CCDC184",2
"CCNT1",2
"PRKAG1",2
"TUBA1C",2
"SPATS2",2
"FMNL3",2
"TMBIM6",2
"LETMD1",2
"CSRNP2",2
"SMAGP",2
"GALNT6",2
"ATG101",2
"EIF4B",2
"SPRYD3",2
"RARG",2
"PFDN5",2
"C12orf10",2
"AAAS",2
"PCBP2",2
"MAP3K12",2
"TARBP2",2
"ATP5MC2",2
"NCKAP1L",2
"GDF11",2
"RPS26",2
"PA2G4",2
"RPL41",2
"MYL6B",2
"NABP2",2
"ZBTB39",2
"NAB2",2
"CDK4",2
"METTL1",2
"USP15",2
"DPY19L2",2
"RXYLT1",2
"SRGAP1",2
"C12orf66",2
"C12orf56",2
"TBK1",2
"HMGA2",2
"LLPH",2
"TMBIM4",2
"CPM",2
"CPSF6",2
"CCT2",2
"BEST3",2
"PTPRR",2
"ZFC3H1",2
"THAP2",2
"CAPS2",2
"GLIPR1L1",2
"PHLDA1",2
"E2F7",2
"NAV3",2
"ACSS3",2
"CCDC59",2
"KITLG",2
"DUSP6",2
"POC1B",2
"ATP2B1",2
"BTG1",2
"UBE2N",2
"MRPL42",2
"TMCC3",2
"ELK3",2
"CDK17",2
"SLC25A3",2
"IKBIP",2
"UTP20",2
"MYBPC1",2
"TXNRD1",2
"CHST11",2
"WASHC4",2
"NUAK1",2
"BTBD11",2
"PWP1",2
"PRDM4",2
"CMKLR1",2
"FICD",2
"ISCU",2
"ALKBH2",2
"GIT2",2
"ANAPC7",2
"FAM216A",2
"PPTC7",2
"PPP1CC",2
"SH2B3",2
"MAPKAPK5",2
"NAA25",2
"RPL6",2
"OAS2",2
"DDX54",2
"TBX3",2
"MED13L",2
"VSIG10",2
"PEBP1",2
"TAOK3",2
"RPLP0",2
"PXN",2
"OASL",2
"RHOF",2
"LRRC43",2
"CCDC62",2
"VPS37B",2
"GTF2H3",2
"TMEM132B",2
"RAN",2
"PUS1",2
"DDX51",2
"NOC4L",2
"FBRSL1",2
"PSPC1",2
"GJB2",2
"CRYL1",2
"IFT88",2
"EEF1AKMT1",2
"MICU2",2
"NUP58",2
"CDK8",2
"USP12",2
"RPL21",2
"RASL11A",2
"USPL1",2
"HSPH1",2
"MAB21L1",2
"DCLK1",2
"CCNA1",2
"ALG5",2
"FREM2",2
"MRPS31",2
"NAA16",2
"SERP2",2
"TSC22D1",2
"GTF2F2",2
"TPT1",2
"SLC25A30",2
"SIAH3",2
"ESD",2
"CAB39L",2
"INTS6",2
"WDFY2",2
"HNRNPA1L2",2
"BORA",2
"DIS3",2
"UCHL3",2
"KCTD12",2
"SLAIN1",2
"RBM26",2
"SPRY2",2
"TGDS",2
"DZIP1",2
"UGGT2",2
"IPO5",2
"PCCA",2
"NALCN",2
"ITGBL1",2
"TPP2",2
"BIVM",2
"FAM155A",2
"IRS2",2
"RASA3",2
"CHAMP1",2
"CCNB1IP1",2
"PNP",2
"DAD1",2
"OXA1L",2
"MRPL52",2
"MMP14",2
"PRMT5",2
"C14orf119",2
"NGDN",2
"DHRS2",2
"GMPR2",2
"SDR39U1",2
"PPP2R3C",2
"SLC25A21",2
"MDGA2",2
"RPL36AL",2
"DNAAF2",2
"GNG2",2
"RTRAF",2
"STYX",2
"GNPNAT1",2
"DDHD1",2
"CNIH1",2
"SAMD4A",2
"NAA30",2
"TIMM9",2
"CCDC175",2
"RTN1",2
"DHRS7",2
"SIX4",2
"TRMT5",2
"SLC38A6",2
"MAX",2
"FUT8",2
"GPHN",2
"PLEK2",2
"RDH11",2
"NUMB",2
"COQ6",2
"LTBP2",2
"AREL1",2
"YLPM1",2
"DLST",2
"EIF2B2",2
"NEK9",2
"FOS",2
"AHSA1",2
"ALKBH1",2
"SLIRP",2
"GTF2A1",2
"FLRT2",2
"ZC3H14",2
"TTC8",2
"EFCAB11",2
"TDP1",2
"GPR68",2
"PPP4R3A",2
"CPSF2",2
"AL159141.1",2
"GOLGA5",2
"TMEM251",2
"BTBD7",2
"PPP4R4",2
"SERPINA1",2
"SERPINA9",2
"CLMN",2
"SYNE3",2
"GLRX5",2
"CCNK",2
"HSP90AA1",2
"WDR20",2
"ZNF839",2
"CINP",2
"TECPR2",2
"TRAF3",2
"EIF5",2
"TRMT61A",2
"BAG5",2
"ATP5MPL",2
"CEP170B",2
"CLBA1",2
"MTA1",2
"TMEM121",2
"NIPA1",2
"NIPA2",2
"TUBGCP5",2
"SCG5",2
"RYR3",2
"EMC7",2
"PGBD4",2
"EMC4",2
"SLC12A6",2
"NOP10",2
"ZNF770",2
"SPRED1",2
"FAM98B",2
"GPR176",2
"EIF2AK4",2
"PLCB2",2
"CCDC9B",2
"IVD",2
"BAHD1",2
"RPUSD2",2
"INO80",2
"NDUFAF1",2
"RPAP1",2
"MAPKBP1",2
"EHD4",2
"HAUS2",2
"LCMT2",2
"SERF2",2
"SORD",2
"GATM",2
"SPATA5L1",2
"C15orf48",2
"SQOR",2
"SEMA6D",2
"MYEF2",2
"SHC4",2
"COPS2",2
"DTWD1",2
"CYP19A1",2
"LYSMD2",2
"TMOD2",2
"LEO1",2
"CCPG1",2
"GTF2A2",2
"ICE2",2
"CIAO2A",2
"MTFMT",2
"RPL4",2
"CORO2B",2
"NOX5",2
"PAQR5",2
"TLE3",2
"STRA6",2
"CYP11A1",2
"SEMA7A",2
"UBL7",2
"ARID3B",2
"CSK",2
"AC091230.1",2
"PTPN9",2
"FBXO22",2
"BCL2A1",2
"FAH",2
"CTXND1",2
"TLNRD1",2
"EFL1",2
"RPS17",2
"CPEB1",2
"WHAMM",2
"C15orf40",2
"NTRK3",2
"AEN",2
"MESP2",2
"ZNF710",2
"SEMA4B",2
"CIB1",2
"FURIN",2
"FAM174B",2
"ASB7",2
"ALDH1A3",2
"LRRK1",2
"TM2D3",2
"RHBDF1",2
"MPG",2
"CAPN15",2
"MCRIP2",2
"RHOT2",2
"RHBDL1",2
"CCDC78",2
"HAGHL",2
"RPUSD1",2
"UBE2I",2
"C16orf91",2
"NME3",2
"NUBP2",2
"RPS2",2
"TBL3",2
"ZNF598",2
"NPW",2
"SLC9A3R2",2
"TRAF7",2
"RNPS1",2
"TBC1D24",2
"PDPK1",2
"ELOB",2
"ZG16B",2
"PRSS22",2
"FLYWCH1",2
"TNFRSF12A",2
"ZNF205",2
"ZNF263",2
"ZSCAN32",2
"TRAP1",2
"DNAJA3",2
"UBALD1",2
"EEF2KMT",2
"CIITA",2
"DEXI",2
"RSL1D1",2
"ERCC4",2
"PARN",2
"RRN3",2
"MPV17L",2
"FOPNL",2
"THUMPD1",2
"DCUN1D3",2
"METTL9",2
"MOSMO",2
"POLR3E",2
"EARS2",2
"NDUFAB1",2
"PALB2",2
"ZKSCAN2",2
"NSMCE1",2
"GSG1L",2
"ATXN2L",2
"TUFM",2
"INO80E",2
"PPP4C",2
"ZNF48",2
"FBRS",2
"SETD1A",2
"STX4",2
"ZNF668",2
"ZNF646",2
"ITGAX",2
"ZNF267",2
"DNAJA2",2
"NETO2",2
"RPGRIP1L",2
"OGFOD1",2
"MT2A",2
"MT1E",2
"MT1A",2
"POLR2C",2
"KATNB1",2
"SETD6",2
"GOT2",2
"CDH5",2
"CMTM3",2
"NAE1",2
"PDP2",2
"CIAO2B",2
"B3GNT9",2
"E2F4",2
"FHOD1",2
"GFOD2",2
"DDX28",2
"UTP4",2
"VPS4A",2
"NIP7",2
"TERF2",2
"NOB1",2
"CMTR2",2
"CALB2",2
"TXNL4B",2
"MLKL",2
"TMEM170A",2
"CHST6",2
"ADAT1",2
"KARS1",2
"MON1B",2
"ADAMTS18",2
"NUDT7",2
"VAT1L",2
"CDYL2",2
"ATMIN",2
"NECAB2",2
"ATP2C2",2
"MEAK7",2
"C16orf74",2
"EMC8",2
"FOXL1",2
"MAP1LC3B",2
"RPL13",2
"VPS9D1",2
"ZNF276",2
