"","x"
"SIRT1",1
"HERC4",1
"DNA2",1
"DDX50",1
"DDX21",1
"KIFBP",1
"SRGN",1
"VPS26A",1
"SUPV3L1",1
"HKDC1",1
"HK1",1
"COL13A1",1
"ANAPC16",1
"NUDT13",1
"ECD",1
"FAM149B1",1
"DNAJC9",1
"MRPS16",1
"ANXA7",1
"MSS51",1
"PPP3CB",1
"CHCHD1",1
"CAMK2G",1
"PLAU",1
"AP3M1",1
"ADK",1
"VDAC2",1
"DLG5",1
"POLR3A",1
"PPIF",1
"ZCCHC24",1
"PRXL2A",1
"GHITM",1
"WAPL",1
"MMRN2",1
"SNCG",1
"ADIRF",1
"GLUD1",1
"SHLD2",1
"MINPP1",1
"ANKRD22",1
"STAMBPL1",1
"IFIT5",1
"HTR7",1
"RPP30",1
"PCGF5",1
"HECTD2",1
"FGFBP3",1
"IDE",1
"FRA10AC1",1
"NOC3L",1
"TBC1D12",1
"CYP2C9",1
"TCTN3",1
"ENTPD1",1
"CC2D2B",1
"CCNJ",1
"TM9SF3",1
"ARHGAP19",1
"RRP12",1
"EXOSC1",1
"PI4K2A",1
"R3HCC1L",1
"GOT1",1
"DNMBP",1
"ERLIN1",1
"CHUK",1
"CWF19L1",1
"BLOC1S2",1
"NDUFB8",1
"SLF2",1
"MRPL43",1
"TWNK",1
"NPM3",1
"ARMH3",1
"HPS6",1
"PPRC1",1
"PSD",1
"FBXL15",1
"ACTR1A",1
"SUFU",1
"ARL3",1
"TAF5",1
"ATP5MD",1
"PDCD11",1
"SH3PXD2A",1
"STN1",1
"SLK",1
"COL17A1",1
"SFR1",1
"GSTO1",1
"GSTO2",1
"ITPRIP",1
"SMNDC1",1
"DUSP5",1
"BBIP1",1
"SHOC2",1
"GPAM",1
"TECTB",1
"ZDHHC6",1
"VTI1A",1
"DCLRE1A",1
"NHLRC2",1
"PNLIPRP3",1
"SLC18A2",1
"PDZD8",1
"RAB11FIP2",1
"FAM204A",1
"EIF3A",1
"SFXN4",1
"PRDX3",1
"GRK5",1
"RGS10",1
"TIAL1",1
"BAG3",1
"INPP5F",1
"SEC23IP",1
"PLPP4",1
"ATE1",1
"TACC2",1
"HTRA1",1
"DMBT1",1
"FAM24B",1
"C10orf88",1
"PSTK",1
"IKZF5",1
"HMX3",1
"BUB3",1
"OAT",1
"ABRAXAS2",1
"EDRF1",1
"BCCIP",1
"DOCK1",1
"INSYN2A",1
"PTPRE",1
"GLRX3",1
"PPP2R2D",1
"STK32C",1
"PWWP2B",1
"KNDC1",1
"ADAM8",1
"TUBGCP2",1
"CALY",1
"CCDC77",1
"FBXL14",1
"ITFG2",1
"RHNO1",1
"PIANP",1
"P3H3",1
"SPSB2",1
"CD163L1",1
"KLRG1",1
"CLEC2B",1
"MAGOHB",1
"GPR19",1
"HEBP1",1
"H2AJ",1
"PLCZ1",1
"SLCO1B3",1
"RECQL",1
"GOLT1B",1
"ABCC9",1
"CMAS",1
"ST8SIA1",1
"ETNK1",1
"RASSF8",1
"FGFR1OP2",1
"MED21",1
"ARNTL2",1
"PPFIBP1",1
"MRPS35",1
"KLHL42",1
"PTHLH",1
"CCDC91",1
"CAPRIN2",1
"AMN1",1
"RESF1",1
"ALG10",1
"CPNE8",1
"GXYLT1",1
"ZCRB1",1
"PUS7L",1
"IRAK4",1
"TWF1",1
"AMIGO2",1
"VDR",1
"SENP1",1
"CCDC184",1
"KANSL2",1
"CCNT1",1
"TUBA1C",1
"TROAP",1
"SPATS2",1
"TMBIM6",1
"ATF1",1
"LETMD1",1
"CSRNP2",1
"GALNT6",1
"ATG101",1
"SPRYD3",1
"RARG",1
"PFDN5",1
"MYG1",1
"AAAS",1
"MAP3K12",1
"TARBP2",1
"ATP5MC2",1
"NCKAP1L",1
"BLOC1S1",1
"GDF11",1
"RPS26",1
"PA2G4",1
"NABP2",1
"COQ10A",1
"ZBTB39",1
"NEMP1",1
"NAB2",1
"R3HDM2",1
"INHBE",1
"MARS1",1
"DDIT3",1
"CDK4",1
"METTL1",1
"SLC16A7",1
"DPY19L2",1
"RXYLT1",1
"SRGAP1",1
"C12orf66",1
"C12orf56",1
"XPOT",1
"RASSF3",1
"HMGA2",1
"LLPH",1
"TMBIM4",1
"MDM1",1
"CPM",1
"BEST3",1
"THAP2",1
"PHLDA1",1
"E2F7",1
"NAV3",1
"LIN7A",1
"PPFIA2",1
"CCDC59",1
"C12orf29",1
"DUSP6",1
"POC1B",1
"ATP2B1",1
"BTG1",1
"UBE2N",1
"MRPL42",1
"CEP83",1
"TMCC3",1
"NDUFA12",1
"ELK3",1
"CDK17",1
"NEDD1",1
"CHST11",1
"CMKLR1",1
"FICD",1
"ALKBH2",1
"ANAPC7",1
"GPN3",1
"FAM216A",1
"VPS29",1
"PPTC7",1
"PPP1CC",1
"SH2B3",1
"TMEM116",1
"ERP29",1
"NAA25",1
"RPL6",1
"OAS2",1
"TBX3",1
"MED13L",1
"RFC5",1
"PEBP1",1
"TAOK3",1
"SUDS3",1
"RPLP0",1
"PXN",1
"COX6A1",1
"OASL",1
"RHOF",1
"KNTC1",1
"CCDC62",1
"VPS37B",1
"TMEM132B",1
"SFSWAP",1
"GJB2",1
"CRYL1",1
"IFT88",1
"EEF1AKMT1",1
"MICU2",1
"CENPJ",1
"MTMR6",1
"NUP58",1
"CDK8",1
"USP12",1
"RPL21",1
"RASL11A",1
"USPL1",1
"HSPH1",1
"PDS5B",1
"MAB21L1",1
"DCLK1",1
"CCNA1",1
"ALG5",1
"UFM1",1
"MRPS31",1
"NAA16",1
"RGCC",1
"SERP2",1
"TSC22D1",1
"GTF2F2",1
"SLC25A30",1
"ESD",1
"CAB39L",1
"RNASEH2B",1
"INTS6",1
"WDFY2",1
"MZT1",1
"BORA",1
"DIS3",1
"PIBF1",1
"TBC1D4",1
"UCHL3",1
"KCTD12",1
"RBM26",1
"SPRY2",1
"TGDS",1
"DZIP1",1
"UGGT2",1
"IPO5",1
"ZIC2",1
"PCCA",1
"NALCN",1
"ITGBL1",1
"BIVM",1
"FAM155A",1
"IRS2",1
"ING1",1
"ANKRD10",1
"TUBGCP3",1
"RASA3",1
"PARP2",1
"PIP4P1",1
"PNP",1
"DAD1",1
"OXA1L",1
"MRPL52",1
"MMP14",1
"HAUS4",1
"PSMB5",1
"C14orf119",1
"PCK2",1
"CHMP4A",1
"PPP2R3C",1
"SLC25A21",1
"MIPOL1",1
"FANCM",1
"MDGA2",1
"RPL36AL",1
"ARF6",1
"L2HGDH",1
"GNG2",1
"RTRAF",1
"NID2",1
"GPR137C",1
"STYX",1
"GNPNAT1",1
"DDHD1",1
"CNIH1",1
"WDHD1",1
"TIMM9",1
"CCDC175",1
"RTN1",1
"DHRS7",1
"PPM1A",1
"SIX1",1
"SIX4",1
"MNAT1",1
"SLC38A6",1
"SGPP1",1
"FUT8",1
"GPHN",1
"PLEK2",1
"RDH11",1
"GALNT16",1
"NUMB",1
"COQ6",1
"LIN52",1
"LTBP2",1
"DLST",1
"PGF",1
"EIF2B2",1
"ACYP1",1
"NEK9",1
"FOS",1
"IRF2BPL",1
"ALKBH1",1
"SLIRP",1
"EML5",1
"TTC8",1
"TDP1",1
"RPS6KA5",1
"GPR68",1
"CPSF2",1
"RIN3",1
"TMEM251",1
"IFI27L1",1
"PPP4R4",1
"SERPINA1",1
"SERPINA9",1
"SYNE3",1
"WARS1",1
"WDR20",1
"EIF5",1
"NIPA1",1
"TUBGCP5",1
"SCG5",1
"GREM1",1
"EMC7",1
"KATNBL1",1
"EMC4",1
"SLC12A6",1
"NOP10",1
"ZNF770",1
"SPRED1",1
"FAM98B",1
"EIF2AK4",1
"CHAC1",1
"OIP5",1
"ITPKA",1
"RPAP1",1
"MAPKBP1",1
"EHD4",1
"HAUS2",1
"CDAN1",1
"SORD",1
"C15orf48",1
"SQOR",1
"SEMA6D",1
"CEP152",1
"SHC4",1
"COPS2",1
"DTWD1",1
"CYP19A1",1
"TMOD2",1
"PIGBOS1",1
"CCPG1",1
"C15orf65",1
"FAM81A",1
"GTF2A2",1
"ICE2",1
"CIAO2A",1
"PIF1",1
"DIS3L",1
"RPL4",1
"ZWILCH",1
"AAGAB",1
"CORO2B",1
"NOX5",1
"GLCE",1
"PAQR5",1
"TLE3",1
"THAP10",1
"STRA6",1
"CYP11A1",1
"UBL7",1
"ARID3B",1
"RCN2",1
"BCL2A1",1
"ZFAND6",1
"FAH",1
"CTXND1",1
"EFL1",1
"RPS17",1
"CPEB1",1
"C15orf40",1
"SEC11A",1
"NTRK3",1
"DET1",1
"AEN",1
"ABHD2",1
"FANCI",1
"MESP1",1
"MESP2",1
"ZNF710",1
"SEMA4B",1
"CIB1",1
"NGRN",1
"RCCD1",1
"AC013394.1",1
"SYNM",1
"LRRC28",1
"SELENOS",1
"SNRPA1",1
"TM2D3",1
"RHBDF1",1
"MPG",1
"MCRIP2",1
"RHOT2",1
"CCDC78",1
"HAGHL",1
"C16orf91",1
"NME3",1
"HAGH",1
"RPS2",1
"SLC9A3R2",1
"TRAF7",1
"PGP",1
"ECI1",1
"TBC1D24",1
"ELOB",1
"ZG16B",1
"PRSS22",1
"FLYWCH1",1
"PAQR4",1
"TNFRSF12A",1
"ZNF205",1
"ZNF263",1
"TRAP1",1
"DNAJA3",1
"EEF2KMT",1
"NUBP1",1
"CIITA",1
"DEXI",1
"ERCC4",1
"PARN",1
"MPV17L",1
"BMERB1",1
"NDE1",1
"CEP20",1
"TMC7",1
"CCP110",1
"ACSM3",1
"THUMPD1",1
"METTL9",1
"MOSMO",1
"POLR3E",1
"EARS2",1
"NDUFAB1",1
"NSMCE1",1
"EIF3CL",1
"ATXN2L",1
"TUFM",1
"ATP2A1",1
"PAGR1",1
"HIRIP3",1
"INO80E",1
"SEPTIN1",1
"CCDC189",1
"ZNF668",1
"ZNF646",1
"ITGAX",1
"ZNF267",1
"ORC6",1
"GPT2",1
"DNAJA2",1
"NETO2",1
"RPGRIP1L",1
"IRX5",1
"OGFOD1",1
"MT2A",1
"MT1E",1
"MT1A",1
"POLR2C",1
"GOT2",1
"CDH5",1
"TK2",1
"NAE1",1
"PDP2",1
"CIAO2B",1
"CBFB",1
"B3GNT9",1
"E2F4",1
"ELMO3",1
"TMEM208",1
"FHOD1",1
"CTCF",1
"ENKD1",1
"THAP11",1
"DDX28",1
"UTP4",1
"SNTB2",1
"VPS4A",1
"TERF2",1
"EXOSC6",1
"AARS1",1
"CMTR2",1
"CALB2",1
"TXNL4B",1
"MLKL",1
"TMEM170A",1
"CHST6",1
"ADAT1",1
"KARS1",1
"TERF2IP",1
"MON1B",1
"ADAMTS18",1
"VAT1L",1
"CDYL2",1
"CMC2",1
"CENPN",1
"ATMIN",1
"NECAB2",1
"C16orf74",1
"EMC8",1
"MAP1LC3B",1
"BANP",1
"RILP",1
"CLUH",1
"CAMKK1",1
"PSMB6",1
"SLC25A11",1
"CAMTA2",1
"ZNF232",1
"NUP88",1
"C1QBP",1
"DLG4",1
"GPS2",1
"EIF4A1",1
"CD68",1
"FXR2",1
"SAT2",1
"WRAP53",1
"TMEM107",1
"NDEL1",1
"SCO1",1
"ADPRM",1
"HS3ST3A1",1
"ZSWIM7",1
"TRPV2",1
"LRRC75A",1
"PLD6",1
"COPS3",1
"GID4",1
"LLGL1",1
"SHMT1",1
"PRPSAP2",1
"FAM83G",1
"TMEM11",1
"NLK",1
"PROCA1",1
"TLCD1",1
"PHF12",1
"TP53I13",1
"NSRP1",1
"CRLF3",1
"ATAD5",1
"OMG",1
"EVI2B",1
"EVI2A",1
"C17orf75",1
"LIG3",1
"RFFL",1
"SLFN5",1
"CCL3",1
"SOCS7",1
"RPL19",1
"NR1D1",1
"MSL1",1
"CDC6",1
"KRTAP1-5",1
"KRT15",1
"KAT2A",1
"MLX",1
"PSMC3IP",1
"TUBG1",1
"COA3",1
"RPL27",1
"BRCA1",1
"ETV4",1
"MPP3",1
"SLC25A39",1
"DBF4B",1
"KIF18B",1
"FMNL1",1
"GOSR2",1
"CDC27",1
"ITGB3",1
"MRPL10",1
"SKAP1",1
"TTLL6",1
"ATP5MC1",1
"EME1",1
"UTP18",1
"MMD",1
"DGKE",1
"DYNLL2",1
"PPM1E",1
"PTRH2",1
"VMP1",1
"INTS2",1
"ERN1",1
"MILR1",1
"POLG2",1
"PSMD12",1
"PITPNC1",1
"SLC16A6",1
"WIPI1",1
"ABCA8",1
"CDC42EP4",1
"CD300C",1
"FBF1",1
"RNF157",1
"PRCD",1
"ST6GALNAC2",1
"MFSD11",1
"SOCS3",1
"CANT1",1
"BAHCC1",1
"CCDC137",1
"HGS",1
"ANAPC11",1
"MAFG",1
"PYCR1",1
"ASPSCR1",1
"LRRC45",1
"GPS1",1
"B3GNTL1",1
"YES1",1
"METTL4",1
"ZBTB14",1
"EPB41L3",1
"NDUFV2",1
"CIDEA",1
"ZNF519",1
"NPC1",1
"ZNF521",1
"B4GALT6",1
"RNF125",1
"RNF138",1
"RPRD1A",1
"FHOD3",1
"SETBP1",1
"SLC14A2",1
"SIGLEC15",1
"ST8SIA5",1
"IER3IP1",1
"SMAD7",1
"RPL17",1
"SKA1",1
"MEX3C",1
"C18orf54",1
"RAB27B",1
"NEDD4L",1
"PMAIP1",1
"CDH20",1
"RNF152",1
"SERPINB8",1
"CCDC102B",1
"RTTN",1
"SOCS6",1
"NETO1",1
"TRIB3",1
"SRXN1",1
"FAM110A",1
"RAD21L1",1
"SNPH",1
"SIRPD",1
"SIRPB1",1
"PANK2",1
"SMOX",1
"PRNP",1
"CHGB",1
"TRMT6",1
"MCM8",1
"FERMT1",1
"BMP2",1
"TMX4",1
"PLCB1",1
"SNAP25",1
"MKKS",1
"ISM1",1
"ESF1",1
"NDUFAF5",1
"MGME1",1
"SMIM26",1
"DTD1",1
"XRN2",1
"THBD",1
"GZF1",1
"CST3",1
"SYNDIG1",1
"ENTPD6",1
"PYGB",1
"GINS1",1
"HM13",1
"ID1",1
"TPX2",1
"MYLK2",1
"PDRG1",1
"PLAGL2",1
"POFUT1",1
"MAPRE1",1
"CDK5RAP1",1
"CBFA2T2",1
"NECAB3",1
"ACTL10",1
"E2F1",1
"RALY",1
"EIF2S2",1
"AHCY",1
"ITCH",1
"PIGU",1
"NCOA6",1
"GSS",1
"EIF6",1
"UQCC1",1
"CEP250",1
"ERGIC3",1
"CPNE1",1
"ROMO1",1
"PHF20",1
"SCAND1",1
"RAB5IF",1
"DSN1",1
"RPN2",1
"TTI1",1
"RPRD1B",1
"TGM2",1
"KIAA1755",1
"RALGAPB",1
"ACTR5",1
"DHX35",1
"TOP1",1
"ZHX3",1
"TOX2",1
"TTPAL",1
"SERINC3",1
"YWHAB",1
"TOMM34",1
"STK4",1
"PI3",1
"SYS1",1
"PIGT",1
"WFDC10B",1
"DNTTIP1",1
"UBE2C",1
"SNX21",1
"ACOT8",1
"ZSWIM3",1
"ZNF335",1
"ELMO2",1
"TP53RK",1
"ZMYND8",1
"PREX1",1
"ARFGEF2",1
"CSE1L",1
"STAU1",1
"DDX27",1
"SPATA2",1
"UBE2V1",1
"CEBPB",1
"ADNP",1
"DPM1",1
"MOCS3",1
"KCNG1",1
"NFATC2",1
"PFDN4",1
"AURKA",1
"CSTF1",1
"RAE1",1
"RAB22A",1
"VAPB",1
"APCDD1L",1
"STX16",1
"NELFCD",1
"ATP5F1E",1
"PRELID3B",1
"FAM217B",1
"TAF4",1
"LSM14B",1
"PSMA7",1
"SS18L1",1
"MTG2",1
"OSBPL2",1
"ADRM1",1
"SLCO4A1",1
"MRGBP",1
"OGFR",1
"TCFL5",1
"HELZ2",1
"STMN3",1
"RTEL1",1
"RTEL1-TNFRSF6B",1
"ZGPAT",1
"LIME1",1
"SLC2A4RG",1
"ABHD16B",1
"TPD52L2",1
"DNAJC5",1
"SAMD10",1
"PRPF6",1
"TCEA2",1
"MIER2",1
"POLRMT",1
"RNF126",1
"ARID3A",1
"ATP5F1D",1
"FAM174C",1
"PWWP3A",1
"GAMT",1
"C19orf25",1
"REXO1",1
"ABHD17A",1
"OAZ1",1
"SGTA",1
"GNA11",1
"EEF2",1
"PIAS4",1
"ZBTB7A",1
"MAP2K2",1
"SEMA6B",1
"MYDGF",1
"DPP9",1
"PLIN3",1
"MICOS13",1
"LONP1",1
"TNFSF14",1
"XAB2",1
"TGFBR3L",1
"SNAPC2",1
"CD320",1
"RPS28",1
"ANGPTL4",1
"ZNF562",1
"PIN1",1
"EIF3G",1
"ICAM3",1
"ATG4D",1
"CDKN2D",1
"TMED1",1
"TIMM29",1
"SPC24",1
"TMEM205",1
"EPOR",1
"PRKCSH",1
"ZNF700",1
"AC010422.3",1
"TRMT1",1
"NACC1",1
"IER2",1
"CCDC130",1
"C19orf53",1
"DCAF15",1
"KLF2",1
"CHERP",1
"SMIM7",1
"HAUS8",1
"UNC13A",1
"GDF15",1
"ELL",1
"KXD1",1
"UBA52",1
"REX1BD",1
"HOMER3",1
"ANKRD27",1
"CEBPG",1
"ZNF30",1
"ZNF792",1
"SCN1B",1
"FXYD5",1
"USF2",1
"CD22",1
"WDR62",1
"TBCB",1
"ZNF146",1
"ZNF850",1
"ZNF569",1
"ZFP30",1
"DPF1",1
"PSMD8",1
"GGN",1
"SPRED3",1
"NFKBIB",1
"MRPS12",1
"FBXO17",1
"FBXO27",1
"PLEKHG2",1
"DLL3",1
"MAP3K10",1
"PRX",1
"SERTAD1",1
"TGFB1",1
"DMAC2",1
"ATP1A3",1
"ZNF574",1
"POU2F2",1
"DEDD2",1
"ZNF526",1
"GSK3A",1
"PRR19",1
"ETHE1",1
"XRCC1",1
"PINLYP",1
"ZNF576",1
"PLAUR",1
"KCNN4",1
"ZNF230",1
"ERCC1",1
"FOSB",1
"EML2",1
"QPCTL",1
"MYPOP",1
"CCDC9",1
"DHX34",1
"PPP1R15A",1
"CGB8",1
"RPS11",1
"PRR12",1
"PNKP",1
"NR1H2",1
"ZNF175",1
"ZNF83",1
"ZNF331",1
"CACNG8",1
"CACNG6",1
"LENG1",1
"PPP6R1",1
"IL11",1
"RPL28",1
"UBE2S",1
"ZNF749",1
"ZNF550",1
"ZNF530",1
"ZNF587B",1
"ZNF418",1
"A1BG",1
"RPS5",1
"ZNF584",1
"SLC27A5",1
"UBE2M",1
"RIMBP3",1
"CLTCL1",1
"GNB1L",1
"SERPIND1",1
"CRKL",1
"PPM1F",1
"ZNF280B",1
"CHCHD10",1
"SPECC1L",1
"LRP5L",1
"CHEK2",1
"HSCB",1
"LIF",1
"SF3A1",1
"RNF215",1
"MORC2",1
"SMTN",1
"HMGXB4",1
"HMOX1",1
"APOL1",1
"TST",1
"ELFN2",1
"EIF3L",1
"TOMM22",1
"CBX7",1
"ATF4",1
"PHF5A",1
"PMM1",1
"NDUFA6",1
"PNPLA5",1
"PNPLA3",1
"CERK",1
"ADM2",1
"LMF2",1
"FP565260.1",1
"SIK1B",1
"HSPA13",1
"BTG3",1
"CHODL",1
"MRPL39",1
"SCAF4",1
"MIS18A",1
"EVA1C",1
"CFAP298",1
"IFNAR2",1
"IFNGR2",1
"DONSON",1
"SETD4",1
"MORC3",1
"KCNJ15",1
"ERG",1
"B3GALT5",1
"DSCAM",1
"SIK1",1
"HSF2BP",1
"ADARB1",1
"C21orf58",1
"PLEKHN1",2
"PUSL1",2
"INTS11",2
"ATAD3B",2
"ATAD3A",2
"NADK",2
"MORN1",2
"PRXL2B",2
"WRAP73",2
"LRRC47",2
"RPL22",2
"ACOT7",2
"NOL9",2
"SLC25A33",2
"TMEM201",2
"RBP7",2
"UBIAD1",2
"MAD2L2",2
"EFHD2",2
"EPHA2",2
"CROCC",2
"MRTO4",2
"NBL1",2
"TMCO4",2
"AUNIP",2
"ARID1A",2
"TMEM222",2
"RCC1",2
"SNRNP40",2
"TMEM39B",2
"HDAC1",2
"SMIM12",2
"CLSPN",2
"TEKT2",2
"COL8A2",2
"MAP7D1",2
"EXO5",2
"KCNQ4",2
"CITED4",2
"CTPS1",2
"FOXJ3",2
"PPIH",2
"KIF2C",2
"RPS8",2
"TOE1",2
"NASP",2
"GPBP1L1",2
"RAD54L",2
"NSUN4",2
"ELAVL4",2
"KTI12",2
"ORC1",2
"COA7",2
"MAGOH",2
"GADD45A",2
"RABGGTB",2
"ADGRL4",2
"RPF1",2
"GLMN",2
"RPL5",2
"CCDC18",2
"CDC14A",2
"PRPF38B",2
"STRIP1",2
"DCLRE1B",2
"NGF",2
"ZNF697",2
"CHD1L",2
"NBPF9",2
"ENSA",2
"SCNM1",2
"CHTOP",2
"ILF2",2
"GATAD2B",2
"PYGO2",2
"FDPS",2
"PMF1",2
"IQGAP3",2
"GPATCH4",2
"BCAN",2
"PRCC",2
"ETV3",2
"DUSP12",2
"UCK2",2
"PRRX1",2
"EEF1AKNMT",2
"KIAA0040",2
"NCF2",2
"KIF21B",2
"PLEKHA6",2
"C4BPB",2
"CD55",2
"KCNH1",2
"ATF3",2
"BATF3",2
"RRP15",2
"MARK1",2
"MTARC2",2
"HLX",2
"TAF1A",2
"CNIH4",2
"LBR",2
"PYCR2",2
"C1orf35",2
"IBA57",2
"TRIM11",2
"ABCB10",2
"TAF5L",2
"URB2",2
"SLC35F3",2
"B3GALNT2",2
"TFB2M",2
"CNST",2
"SCCPDH",2
"ZNF695",2
"ZNF670",2
"ZNF496",2
"RPS7",2
"TAF1B",2
"SMC6",2
"RDH14",2
"WDR35",2
"MFSD2B",2
"CENPO",2
"ADCY3",2
"KHK",2
"CAD",2
"PPM1G",2
"PLB1",2
"WDR43",2
"XDH",2
"QPCT",2
"SRSF7",2
"GEMIN6",2
"LRPPRC",2
"SIX3",2
"CHAC2",2
"RPS27A",2
"FANCL",2
"TPRKB",2
"RTKN",2
"CCDC142",2
"HTRA2",2
"EVA1A",2
"MAT2A",2
"RPIA",2
"DUSP2",2
"STARD7",2
"CIAO1",2
"ARID5A",2
"CHST10",2
"RPL31",2
"CCDC138",2
"TTL",2
"POLR1B",2
"CCDC93",2
"MARCO",2
"LIMS2",2
"WDR33",2
"IMP4",2
"MZT2A",2
"HNMT",2
"NXPH2",2
"LYPD6B",2
"KLHL23",2
"METAP1D",2
"CDCA7",2
"OLA1",2
"NUP35",2
"ASNSD1",2
"PMS1",2
"INPP1",2
"FTCDNL1",2
"MPP4",2
"NOP58",2
"WDR12",2
"EEF1B2",2
"ATIC",2
"XRCC5",2
"RPL37A",2
"AAMP",2
"CTDSP1",2
"CNOT9",2
"BCS1L",2
"TTLL4",2
"CYP27A1",2
"SP140",2
"ARMC9",2
"NCL",2
"GBX2",2
"SCLY",2
"KLHL30",2
"ILKAP",2
"HES6",2
"ANKMY1",2
"THAP4",2
"DTYMK",2
"ING5",2
"TRNT1",2
"BRPF1",2
"RPUSD3",2
"IRAK2",2
"TSEN2",2
"NUP210",2
"CHCHD4",2
"RFTN1",2
"CMTM8",2
"CNOT10",2
"UBP1",2
"XIRP1",2
"RPSA",2
"MYRIP",2
"RPL14",2
"ZNF620",2
"ABHD5",2
"ZNF660",2
"TGM4",2
"EXOSC7",2
"SLC6A20",2
"CCDC12",2
"CDC25A",2
"NME6",2
"ATRIP",2
"ARIH2",2
"QARS1",2
"APEH",2
"IFRD2",2
"RASSF1",2
"TMEM115",2
"DCAF1",2
"TEX264",2
"RRP9",2
"POC1A",2
"TWF2",2
"TNNC1",2
"GNL3",2
"IL17RB",2
"CCDC66",2
"RIOX2",2
"RPL24",2
"C3orf52",2
"QTRT2",2
"IQCB1",2
"SLC41A3",2
"KLF15",2
"TPRA1",2
"MCM2",2
"RUVBL1",2
"CNBP",2
"H1-10",2
"ATP1B3",2
"PLSCR1",2
"B3GALNT1",2
"SLITRK3",2
"RPL22L1",2
"ZNF639",2
"ACTL6A",2
"USP13",2
"EIF2B5",2
"CLCN2",2
"MAGEF1",2
"ETV5",2
"RFC4",2
"ST6GAL1",2
"TMEM44",2
"BDH1",2
"ZNF718",2
"SLBP",2
"NSD2",2
"TNIP2",2
"NOP14",2
"LYAR",2
"MSX1",2
"STK32B",2
"EVC2",2
"AC093323.1",2
"DCAF16",2
"SLIT2",2
"KLF3",2
"WDR19",2
"RPL9",2
"NSUN7",2
"KCTD8",2
"CEP135",2
"CRACD",2
"PPAT",2
"NOA1",2
"SULT1B1",2
"NUP54",2
"MRPL1",2
"BMP2K",2
"RASGEF1B",2
"HNRNPDL",2
"HELQ",2
"METAP1",2
"SLC39A8",2
"NFKB1",2
"LEF1",2
"RPL34",2
"GAR1",2
"FAM241A",2
"AP1AR",2
"TIFA",2
"NDST3",2
"SMAD1",2
"LSM6",2
"RPS3A",2
"MND1",2
"PLRG1",2
"NAF1",2
"TMA16",2
"HMGB2",2
"HAND2",2
"FRG1",2
"BRD9",2
"MED10",2
"C5orf49",2
"CCT5",2
"DAP",2
"MTMR12",2
"RAI14",2
"WDR70",2
"FBXO4",2
"MRPS30",2
"FST",2
"MCIDAS",2
"DIMT1",2
"SREK1IP1",2
"ADAMTS6",2
"MRPS36",2
"OCLN",2
"BTF3",2
"ARHGEF28",2
"POC5",2
"RPS23",2
"TSLP",2
"WDR36",2
"LMNB1",2
"ISOC1",2
"SHROOM1",2
"CDKN2AIPNL",2
"JADE2",2
"CAMLG",2
"PCBD2",2
"HNRNPA0",2
"STING1",2
"HBEGF",2
"TMCO6",2
"DIAPH1",2
"RELL2",2
"ARAP3",2
"PCDH1",2
"DELE1",2
"LARS1",2
"AFAP1L1",2
"GRPEL2",2
"TCOF1",2
"RPS14",2
"G3BP1",2
"SAP30L",2
"MRPL22",2
"NIPAL4",2
"THG1L",2
"HMMR",2
"MAT2B",2
"NPM1",2
"STC2",2
"BOD1",2
"GPRIN1",2
"UIMC1",2
"F12",2
"GRK6",2
"RMND5B",2
"HNRNPAB",2
"TRIM7",2
"GMDS",2
"WRNIP1",2
"PSMG4",2
"RIOK1",2
"PAK1IP1",2
"TMEM14C",2
"SMIM13",2
"NOL7",2
"GMPR",2
"STMND1",2
"NUP153",2
"E2F3",2
"HMGN4",2
"H2BC11",2
"TRIM27",2
"ZNRD1",2
"NFKBIL1",2
"C6orf47",2
"GPANK1",2
"ZBTB12",2
"FKBPL",2
"GPSM3",2
"NOTCH4",2
"HSD17B8",2
"RING1",2
"RPS18",2
"HMGA1",2
"NUDT3",2
"UHRF1BP1",2
"PPARD",2
"FANCE",2
"RPL10A",2
"TEAD3",2
"SRPK1",2
"PIM1",2
"RNF8",2
"KCNK5",2
"DAAM2",2
"MOCS1",2
"BYSL",2
"TAF8",2
"TBCC",2
"DNPH1",2
"TJAP1",2
"MRPL14",2
"SLC29A1",2
"MCM3",2
"PAQR8",2
"PRIM2",2
"DDX43",2
"EEF1A1",2
"FAXC",2
"BEND3",2
"HDAC2",2
"RWDD1",2
"FAM184A",2
"PKIB",2
"SLC18B1",2
"RPS12",2
"SGK1",2
"MYB",2
"HECA",2
"LTV1",2
"AKAP12",2
"ZBTB2",2
"RMND1",2
"CNKSR3",2
"SNX9",2
"SYNJ2",2
"TCP1",2
"PRR18",2
"SFT2D1",2
"PDCD2",2
"PSMG3",2
"BRAT1",2
"FOXK1",2
"AP5Z1",2
"C7orf26",2
"CDCA7L",2
"TOMM7",2
"NUP42",2
"MPP6",2
"CBX3",2
"CPVL",2
"KBTBD2",2
"NT5C3A",2
"MPLKIP",2
"GLI3",2
"MRPL32",2
"POLD2",2
"NUDCD3",2
"DDX56",2
"CCM2",2
"TBRG4",2
"PSPH",2
"GUSB",2
"NSUN5",2
"BCL7B",2
"ABHD11",2
"METTL27",2
"TMEM270",2
"RCC1L",2
"TMEM243",2
"CYP51A1",2
"CPSF4",2
"MCM7",2
"PPP1R35",2
"GIGYF1",2
"POP7",2
"SRRT",2
"UFSP1",2
"CLDN15",2
"PMPCB",2
"DNAJC2",2
"ZNF277",2
