"","x"
"CADPS2",2
"SMKR1",2
"NRF1",2
"OR2A1",2
"ZNF212",2
"LRRC61",2
"AGAP3",2
"PAXIP1",2
"CLCN4",2
"PRPS2",2
"RAB9A",2
"TXLNG",2
"EIF1AX",2
"ACOT9",2
"EIF2S3",2
"RPGR",2
"FTSJ1",2
"EBP",2
"TBC1D25",2
"SUV39H1",2
"TIMM17B",2
"USP27X",2
"MAGED4",2
"NONO",2
"LPAR4",2
"ZNF711",2
"CSTF2",2
"TIMM8A",2
"RPL36A",2
"BEX2",2
"LONRF3",2
"SLC25A5",2
"RPL39",2
"GLUD2",2
"THOC2",2
"UTP14A",2
"ELF4",2
"RAB33A",2
"RBMX2",2
"RBMX",2
"MAMLD1",2
"PNMA3",2
"DUSP9",2
"RPL10",2
"DKC1",2
"TDRP",2
"ERICH1",2
"CSMD1",2
"FAM86B1",2
"FAM86B2",2
"DLC1",2
"ATP6V1B2",2
"CCAR2",2
"BIN3",2
"CHMP7",2
"SLC25A37",2
"MAK16",2
"ZNF703",2
"EIF4EBP1",2
"MRPL15",2
"TGS1",2
"RPS20",2
"CHD7",2
"TTPA",2
"KCNB2",2
"RPL7",2
"TMEM70",2
"IL7",2
"CA13",2
"CA2",2
"NBN",2
"C8orf88",2
"PDP1",2
"RAD54B",2
"CCNE2",2
"RPL30",2
"NUDCD1",2
"SQLE",2
"CHRAC1",2
"TSNARE1",2
"JRK",2
"THEM6",2
"ZNF696",2
"TOP1MT",2
"GSDMD",2
"NAPRT",2
"EEF1D",2
"TIGD5",2
"ZNF707",2
"PUF60",2
"EXOSC4",2
"MAF1",2
"HGH1",2
"BOP1",2
"FBXL6",2
"ADCK5",2
"CPSF1",2
"TONSL",2
"MFSD3",2
"RECQL4",2
"LRRC14",2
"ARHGAP39",2
"RPL8",2
"COMMD5",2
"PUM3",2
"CD274",2
"PDCD1LG2",2
"GLDC",2
"MTAP",2
"NDUFB6",2
"BAG1",2
"RPP25L",2
"FANCG",2
"STOML2",2
"EXOSC3",2
"IGFBPL1",2
"FAM95C",2
"AL627230.3",2
"GNA14",2
"SEMA4D",2
"PTCH1",2
"ZNF367",2
"ANP32B",2
"ANKS6",2
"PALM2AKAP2",2
"PRPF4",2
"PHF19",2
"LHX2",2
"CDK9",2
"FPGS",2
"CIZ1",2
"SLC27A4",2
"URM1",2
"SH3GLB2",2
"MIGA2",2
"EXOSC2",2
"GTF3C5",2
"SURF6",2
"MED22",2
"RPL7A",2
"SURF1",2
"REXO4",2
"WDR5",2
"RXRA",2
"PPP1R26",2
"TMEM250",2
"INPP5E",2
"AGPAT2",2
"TRAF2",2
"PAXX",2
"SAPCD2",2
"DPP7",2
"SSNA1",2
"BX255925.3",2
"DPH7",2
"ZMYND19",2
"RIC8A",2
"GATD1",2
"RPLP2",2
"MOB2",2
"MRPL23",2
"TSSC4",2
"PHLDA2",2
"ART5",2
"TRIM21",2
"ILK",2
"WEE1",2
"C11orf58",2
"SAAL1",2
"NAV2",2
"LUZP2",2
"KIF18A",2
"PRRG4",2
"FJX1",2
"LDLRAD3",2
"MAPK8IP1",2
"PEX16",2
"LARGE2",2
"LRP4",2
"PACSIN3",2
"NDUFS3",2
"SSRP1",2
"SLC43A3",2
"SLC43A1",2
"TIMM10",2
"SELENOH",2
"TKFC",2
"FEN1",2
"CSKMT",2
"UBXN1",2
"TAF6L",2
"WDR74",2
"SPINDOC",2
"MACROD1",2
"FKBP2",2
"PLCB3",2
"ESRRA",2
"TRMT112",2
"SF1",2
"ARL2",2
"SAC3D1",2
"CDCA5",2
"VPS51",2
"FAU",2
"TIGD3",2
"RNASEH2C",2
"C11orf68",2
"RBM14",2
"AIP",2
"NUDT8",2
"MRPL21",2
"LTO1",2
"FADD",2
"DHCR7",2
"FOLR3",2
"RPS3",2
"CLNS1A",2
"INTS4",2
"NARS2",2
"TAF1D",2
"EXPH5",2
"DDX10",2
"ARHGAP20",2
"BUD13",2
"HMBS",2
"H2AX",2
"OAF",2
"ROBO4",2
"HYLS1",2
"RPUSD4",2
"DCPS",2
"ETS1",2
"FLI1",2
"ACAD8",2
"NET1",2
"ASB13",2
"BEND7",2
"HSPA14",2
"SUV39H2",2
"ENKUR",2
"MYO3A",2
"PDSS1",2
"MASTL",2
"MTPAP",2
"HNRNPF",2
"ZNF22",2
"CSTF2T",2
"ZWINT",2
"CISD1",2
"TFAM",2
"CCDC6",2
"STOX1",2
"TYSND1",2
"PPA1",2
"LRRC20",2
"COMTD1",2
"IFIT2",2
"IFIT3",2
"KIF20B",2
"HELLS",2
"FRAT1",2
"FRAT2",2
"ANKRD2",2
"SLC25A28",2
"NOLC1",2
"CUEDC2",2
"TRIM8",2
"SFXN2",2
"NT5C2",2
"PCGF6",2
"SMC3",2
"MCMBP",2
"NSMCE4A",2
"ZNF511",2
"PAOX",2
"MTG1",2
"TEAD4",2
"CD9",2
"PLEKHG6",2
"IFFO1",2
"C12orf57",2
"PHB2",2
"EMG1",2
"PEX5",2
"PHC1",2
"GRIN2B",2
"SPX",2
"C2CD5",2
"DDX11",2
"SINHCAF",2
"H3-5",2
"YARS2",2
"RHEBL1",2
"MCRS1",2
"FMNL3",2
"BCDIN3D",2
"SMAGP",2
"NR4A1",2
"ZNF740",2
"ESPL1",2
"HNRNPA1",2
"RPL41",2
"ZC3H10",2
"MYL6B",2
"PRIM1",2
"SHMT2",2
"NUP107",2
"CPSF6",2
"YEATS4",2
"CCT2",2
"TBC1D15",2
"ACSS3",2
"SLC6A15",2
"SNRPF",2
"NUP37",2
"C12orf75",2
"UNG",2
"MMAB",2
"FAM222A",2
"TCHP",2
"PHETA1",2
"MAPKAPK5",2
"DDX54",2
"VSIG10",2
"RAB35",2
"MSI1",2
"C12orf43",2
"RNF34",2
"ORAI1",2
"HIP1R",2
"KMT5A",2
"RILPL2",2
"DDX55",2
"GTF2H3",2
"ATP6V0A2",2
"DHX37",2
"BRI3BP",2
"RAN",2
"PUS1",2
"DDX51",2
"NOC4L",2
"POLE",2
"PGAM5",2
"ANKLE2",2
"ZNF26",2
"ZNF891",2
"MPHOSPH8",2
"IL17D",2
"SKA3",2
"MRPL57",2
"PABPC3",2
"RFXAP",2
"EXOSC8",2
"FREM2",2
"TPT1",2
"LRCH1",2
"HNRNPA1L2",2
"DIAPH3",2
"SLAIN1",2
"OBI1",2
"STK24",2
"TMTC4",2
"TPP2",2
"TEX30",2
"TFDP1",2
"CHAMP1",2
"CCNB1IP1",2
"APEX1",2
"SUPT16H",2
"METTL3",2
"PRMT5",2
"BCL2L2",2
"NGDN",2
"DHRS4",2
"PSME1",2
"GMPR2",2
"SDR39U1",2
"COCH",2
"MIS18BP1",2
"RPS29",2
"DNAAF2",2
"POLE2",2
"TRMT5",2
"SNAPC1",2
"WDR89",2
"ACTN1",2
"RIOX1",2
"NPC2",2
"POMT2",2
"AHSA1",2
"SNW1",2
"GTF2A1",2
"PTPN21",2
"ZC3H14",2
"EFCAB11",2
"TTC7B",2
"DGLUCY",2
"GON7",2
"UBR7",2
"UNC79",2
"CLMN",2
"GLRX5",2
"AK7",2
"VRK1",2
"SETD3",2
"CCNK",2
"HSP90AA1",2
"ZNF839",2
"MARK3",2
"TRMT61A",2
"KLC1",2
"COA8",2
"XRCC3",2
"PPP1R13B",2
"ATP5MPL",2
"KIF26A",2
"SIVA1",2
"ZBTB42",2
"CLBA1",2
"CDCA4",2
"BRF1",2
"BTBD6",2
"TEDC1",2
"NIPA2",2
"ATP10A",2
"HERC2",2
"NSMCE3",2
"ARHGAP11A",2
"RYR3",2
"AVEN",2
"LPCAT4",2
"KNSTRN",2
"CCDC32",2
"RPUSD2",2
"RAD51",2
"DNAJC17",2
"ZFYVE19",2
"INO80",2
"NDUFAF1",2
"LCMT2",2
"SERF2",2
"WDR76",2
"EIF3J",2
"GATM",2
"SPATA5L1",2
"MYEF2",2
"DUT",2
"LYSMD2",2
"RSL24D1",2
"MTFMT",2
"PDCD7",2
"C15orf61",2
"RPLP1",2
"STOML1",2
"SEMA7A",2
"CSK",2
"RPP25",2
"PTPN9",2
"IMP3",2
"IDH3A",2
"ANKRD34C",2
"MTHFS",2
"TLNRD1",2
"WHAMM",2
"MRPL46",2
"CRTC3",2
"BLM",2
"FURIN",2
"LYSMD4",2
"POLR3K",2
"AXIN1",2
"RAB11FIP3",2
"CAPN15",2
"PIGQ",2
"ANTKMT",2
"RPUSD1",2
"CHTF18",2
"UBE2I",2
"TSR3",2
"TELO2",2
"CRAMP1",2
"MRPS34",2
"NUBP2",2
"TBL3",2
"GFER",2
"ZNF598",2
"NTHL1",2
"E4F1",2
"RNPS1",2
"TEDC2",2
"PDPK1",2
"PKMYT1",2
"THOC6",2
"TFAP4",2
"TMEM186",2
"RMI2",2
"RSL1D1",2
"RPS15A",2
"ITPRIPL2",2
"KNOP1",2
"IQCK",2
"USP31",2
"PALB2",2
"ZKSCAN2",2
"IL4R",2
"NUPR1",2
"SGF29",2
"KIF22",2
"CDIPT",2
"AC093512.2",2
"PPP4C",2
"CD2BP2",2
"ZNF48",2
"ZNF771",2
"DCTPP1",2
"ZNF689",2
"STX4",2
"KAT8",2
"FUS",2
"HNRNPA1P48",2
"IRX3",2
"NUDT21",2
"KATNB1",2
"KIFC3",2
"SETD6",2
"CMTM1",2
"ACD",2
"PARD6A",2
"PDF",2
"NIP7",2
"NOB1",2
"DDX19B",2
"RFWD3",2
"SYCE1L",2
"WWOX",2
"PLCG2",2
"ATP2C2",2
"MEAK7",2
"FBXO31",2
"KLHDC4",2
"ZC3H18",2
"MVD",2
"RNF166",2
"CTU2",2
"CDT1",2
"RPL13",2
"CDK10",2
"SPATA2L",2
"FANCA",2
"CENPBD1",2
"GEMIN4",2
"MRM3",2
"SMYD4",2
"HASPIN",2
"MYBBP1A",2
"PELP1",2
"MIS12",2
"WSCD1",2
"ASGR1",2
"DVL2",2
"ELP5",2
"AURKB",2
"PFAS",2
"RANGRF",2
"ADORA2B",2
"TTC19",2
"CENPV",2
"UBB",2
"FLCN",2
"NT5M",2
"TOP3A",2
"MAP2K3",2
"TMEM97",2
"RAB34",2
"RPL23A",2
"ABHD15",2
"ADAP2",2
"UTP6",2
"RAD51D",2
"NLE1",2
"TAF15",2
"ZNHIT3",2
"MYO19",2
"PIGW",2
"MRM1",2
"AATF",2
"TADA2A",2
"MRPL45",2
"MLLT6",2
"CISD3",2
"PCGF2",2
"RPL23",2
"EIF1",2
"GHDC",2
"STAT5B",2
"COASY",2
"RAMP2",2
"PTGES3L",2
"TMEM101",2
"HROB",2
"UBTF",2
"MYL4",2
"SCRN2",2
"RSAD1",2
"ANKRD40",2
"NOG",2
"C17orf67",2
"AKAP1",2
"MKS1",2
"PRR11",2
"TBX2",2
"BRIP1",2
"METTL2A",2
"MAP3K3",2
"LIMD2",2
"DDX42",2
"DDX5",2
"CEP95",2
"NOL11",2
"NAT9",2
"MRPL58",2
"NT5C",2
"NUP85",2
"SLC25A19",2
"TSEN54",2
"H3-3B",2
"TRIM65",2
"UBALD2",2
"SPHK1",2
"AC015802.6",2
"METTL23",2
"SEC14L1",2
"PGS1",2
"USP36",2
"CBX2",2
"EIF4A3",2
"CEP131",2
"TEPSIN",2
"OXLD1",2
"MRPL12",2
"PCYT2",2
"CENPX",2
"DUS1L",2
"FASN",2
"CCDC57",2
"FN3KRP",2
"METRNL",2
"THOC1",2
"TYMS",2
"TGIF1",2
"APCDD1",2
"PIEZO2",2
"PSMG2",2
"CEP76",2
"PTPN2",2
"SEH1L",2
"SNRPD1",2
"ABHD3",2
"TAF4B",2
"CXXC1",2
"SMAD4",2
"BCL2",2
"KDSR",2
"CNDP2",2
"ZADH2",2
"TSHZ1",2
"RBFA",2
"ANGPT4",2
"NOP56",2
"SLC4A11",2
"NXT1",2
"ACSS1",2
"ASXL1",2
"RBM39",2
"SAMHD1",2
"RBL1",2
"MANBAL",2
"SRC",2
"PKIG",2
"DBNDD2",2
"SPATA25",2
"PCIF1",2
"NCOA5",2
"PTGIS",2
"CDH4",2
"RPS21",2
"SLC17A9",2
"ARFRP1",2
"UCKL1",2
"ZNF512B",2
"RGS19",2
"CDC34",2
"BSG",2
"PTBP1",2
"WDR18",2
"DAZAP1",2
"RPS15",2
"MEX3D",2
"MBD3",2
"KLF16",2
"ADAT3",2
"CSNK1G2",2
"PLEKHJ1",2
"SF3A2",2
"LSM7",2
"TIMM13",2
"LMNB2",2
"THOP1",2
"DOHH",2
"DAPK3",2
"SIRT6",2
"FSD1",2
"CHAF1A",2
"UHRF1",2
"SAFB2",2
"SAFB",2
"PRR22",2
"DUS3L",2
"NDUFA11",2
"CLPP",2
"KHSRP",2
"DENND1C",2
"TRIP10",2
"MAP2K7",2
"DNMT1",2
"MRPL4",2
"RAVER1",2
"KRI1",2
"ILF3",2
"QTRT1",2
"SWSAP1",2
"ECSIT",2
"TRIR",2
"FARSA",2
"RAD23A",2
"GADD45GIP1",2
"LYL1",2
"STX10",2
"C19orf57",2
"ASF1B",2
"ADGRE5",2
"DDX39A",2
"PKN1",2
"USE1",2
"GTPBP3",2
"RPL18A",2
"JUND",2
"SSBP4",2
"DDX49",2
"ARMC6",2
"RFXANK",2
"NR2C2AP",2
"GATAD2A",2
"PLEKHF1",2
"CCNE1",2
"PDCD5",2
"LRP3",2
"CEBPA",2
"PDCD2L",2
"UBA2",2
"WTIP",2
"DMKN",2
"HAUS5",2
"POLR2I",2
"RPS16",2
"TIMM50",2
"FBL",2
"TTC9B",2
"C19orf47",2
"AXL",2
"EXOSC5",2
"RPS19",2
"ARHGEF1",2
"SMG9",2
"IGSF23",2
"PVR",2
"TOMM40",2
"APOC1",2
"ERCC2",2
"CD3EAP",2
"FBXO46",2
"IRF2BP1",2
"PPP5C",2
"TMEM160",2
"NOP53",2
"ZSWIM9",2
"GRWD1",2
"RPL18",2
"RPL13A",2
"NOSIP",2
"IRF3",2
"BCL2L12",2
"PRMT1",2
"FUZ",2
"NUP62",2
"ZNF473",2
"POLD1",2
"C19orf48",2
"CTU1",2
"RPS9",2
"PPP1R12C",2
"HSPBP1",2
"TMEM190",2
"TMEM238",2
"ZNF865",2
"ZNF581",2
"ZNF787",2
"ZNF324",2
"TRIM28",2
"ESS2",2
"HIRA",2
"CDC45",2
"TXNRD2",2
"DGCR8",2
"TRMT2A",2
"RANBP1",2
"SCARF2",2
"THAP7",2
"EWSR1",2
"PATZ1",2
"DRG1",2
"EIF4ENIF1",2
"SFI1",2
"PISD",2
"YWHAH",2
"RTCB",2
"EIF3D",2
"MPST",2
"CARD10",2
"SH3BP1",2
"MAFF",2
"CSNK1E",2
"RPL3",2
"RPS19BP1",2
"ADSL",2
"RANGAP1",2
"ZC3H7B",2
"CSDC2",2
"SMDT1",2
"TCF20",2
"RRP7A",2
"POLDIP3",2
"MCAT",2
"TSPO",2
"TTLL12",2
"PHF21B",2
"NUP50",2
"FAM118A",2
"RIBC2",2
"TRABD",2
"NCAPH2",2
"CBSL",2
"CCT8",2
"MAP3K7CL",2
"URB1",2
"GART",2
"CBR3",2
"PCP4",2
"WDR4",2
"NDUFV3",2
"CBS",2
"RRP1B",2
"RRP1",2
"FAM207A",2
"SLC19A1",2
"HES4",3
"TMEM240",3
"FNDC10",3
"SLC35E2A",3
"TMEM52",3
"PRKCZ",3
"MEGF6",3
"TP73",3
"RNF207",3
"UBE4B",3
"DHRS3",3
"PDPN",3
"KAZN",3
"AGMAT",3
"PLEKHM2",3
"FBLIM1",3
"SPEN",3
"CLCNKB",3
"FAM131C",3
"ARHGEF19",3
"NECAP2",3
"PADI1",3
"RCC2",3
"ARHGEF10L",3
"IFFO2",3
"FAM43B",3
"PINK1",3
"USP48",3
"KDM1A",3
"HTR1D",3
"RPS6KA1",3
"SFN",3
"KDF1",3
"WASF2",3
"IFI6",3
"THEMIS2",3
"TRNAU1AP",3
"PUM1",3
"SERINC2",3
"FAM167B",3
"MARCKSL1",3
"S100PBP",3
"ZNF362",3
"EPHA10",3
"INPP5B",3
"BMP8B",3
"COL9A2",3
"PTCH2",3
"CDKN2C",3
"ZYG11A",3
"ECHDC2",3
"PODN",3
"LRRC42",3
"ACOT11",3
"DAB1",3
"ROR1",3
"RAVER2",3
"JAK1",3
"GNG12",3
"LRRC40",3
"ANKRD13C",3
"NEXN",3
"TTLL7",3
"SYDE2",3
"DDAH1",3
"CCN1",3
"RBMXL1",3
"ABCA4",3
"ARHGAP29",3
"CNN3",3
"PRMT6",3
"SLC25A24",3
"CLCC1",3
"SORT1",3
"MAGI3",3
"RSBN1",3
"TSPAN2",3
"SLC22A15",3
"PTGFRN",3
"CD101",3
"RNF115",3
"POLR3GL",3
"PLEKHO1",3
"ADAMTSL4",3
"SETDB1",3
"SEMA6C",3
"TUFT1",3
"C2CD4D",3
"S100A2",3
"S100A16",3
"SNAPIN",3
"EFNA1",3
"DPM3",3
"IFI16",3
"VSIG8",3
"SLAMF7",3
"CCDC190",3
"ALDH9A1",3
"DCAF6",3
"KIFAP3",3
"PRRC2C",3
"RALGPS2",3
"KIAA1614",3
"STX6",3
"GLUL",3
"ARPC5",3
"NEK7",3
"INAVA",3
"LMOD1",3
"RNPEP",3
"ELF3",3
"PPP1R12B",3
"SYT2",3
"GOLT1A",3
"NFASC",3
"NUCKS1",3
"SERTAD4",3
"TRAF5",3
"SMYD2",3
"TGFB2",3
"RAB3GAP2",3
"C1orf115",3
"MTARC1",3
"GJC2",3
"OBSCN",3
"RNF187",3
"RHOU",3
"RAB4A",3
"CCSAP",3
"NUP133",3
"DISC1",3
"ARID4B",3
"GNG4",3
"EDARADD",3
"OPN3",3
"CHML",3
"AKT3",3
"ZBTB18",3
"SMYD3",3
"FAM110C",3
"ALKAL2",3
"PXDN",3
"ASAP2",3
"KLF11",3
"CYS1",3
"ATP6V1C2",3
"ROCK2",3
"CYRIA",3
"NT5C1B",3
"GAREM2",3
"CGREF1",3
"ABHD1",3
"IFT172",3
"FNDC4",3
"MRPL33",3
"FOSL2",3
"PPP1CB",3
"SPDYA",3
"LBH",3
"TTC27",3
"CRIM1",3
"STRN",3
"ARHGEF33",3
"MTA3",3
"HAAO",3
"PPM1B",3
"SIX2",3
"SPTBN1",3
"EFEMP1",3
"LGALSL",3
"SERTAD2",3
"APLF",3
"ANTXR1",3
"ANXA4",3
"DYSF",3
"FBXO41",3
"WBP1",3
"M1AP",3
"VAMP5",3
"REEP1",3
"THNSL2",3
"AC092835.1",3
"KCNIP3",3
"ANKRD36C",3
"SNRNP200",3
"ITPRIPL1",3
"LMAN2L",3
"CNNM3",3
"FAHD2B",3
"C2orf15",3
"TBC1D8",3
"MFSD9",3
"ST6GAL2",3
"BCL2L11",3
"CFAP221",3
"PTPN18",3
"ARHGEF4",3
"RAB3GAP1",3
"UBXN4",3
"LYPD6",3
"NMI",3
"RPRM",3
"PKP4",3
"PLA2R1",3
"GALNT3",3
"CCDC173",3
"ATF2",3
"CALCRL",3
"C2orf88",3
"HIBCH",3
"MFSD6",3
"NAB1",3
"STAT4",3
"CLK1",3
"C2CD6",3
"FAM117B",3
"PARD3B",3
"MDH1B",3
"FZD5",3
"ACADL",3
"IGFBP2",3
"USP37",3
"CNPPD1",3
"OBSL1",3
"NYAP2",3
"COL4A4",3
"COL4A3",3
"IQCA1",3
"ACKR3",3
"STK25",3
"BOK",3
"EDEM1",3
"LMCD1",3
"OXTR",3
"LHFPL4",3
"IL17RC",3
"RAF1",3
"CAND2",3
"WNT7A",3
"TMEM43",3
"UBE2E2",3
"NEK10",3
"SUSD5",3
"CTDSPL",3
"MYD88",3
"OXSR1",3
"ACVR2B",3
"SMARCC1",3
"WDR6",3
"KLHDC8B",3
"IP6K1",3
"HYAL1",3
"ZMYND10",3
"PARP3",3
"PPM1M",3
"BAP1",3
"NISCH",3
"CHDH",3
"SELENOK",3
"APPL1",3
"ASB14",3
"FLNB",3
"MAGI1",3
"LRIG1",3
"FRMD4B",3
"EIF4E3",3
"VGLL3",3
"ST3GAL6",3
"FILIP1L",3
"NIT2",3
"PHLDB2",3
"DTX3L",3
"PARP14",3
"HACD2",3
"MYLK",3
"KALRN",3
"ITGB5",3
"CHST13",3
"TXNRD3",3
"ABTB1",3
"KBTBD12",3
"HMCES",3
"IFT122",3
"ALG1L2",3
"NUDT16",3
"CDV3",3
"NMNAT3",3
"CLSTN2",3
"RNF7",3
"PLS1",3
"RSRC1",3
"MLF1",3
"IQCJ-SCHIP1",3
"CLDN11",3
"FNDC3B",3
"NLGN1",3
"FXR1",3
"YEATS2",3
"RTP4",3
"LPP",3
"TP63",3
"CCDC50",3
"FGF12",3
"MB21D2",3
"PIGZ",3
"MELTF",3
"PDE6B",3
"MYL5",3
"FAM193A",3
"DOK7",3
"BLOC1S4",3
"TBC1D14",3
"TADA2B",3
"SH3TC1",3
"ACOX3",3
"TAPT1",3
"MED28",3
"FAM184B",3
"UGDH",3
"PDS5A",3
"UCHL1",3
"LIMCH1",3
"ATP10D",3
"CNGA1",3
"TXK",3
"GSX2",3
"EPHA5",3
"STBD1",3
"SHROOM3",3
"ANXA3",3
"HSD17B11",3
"PKD2",3
"LAMTOR3",3
"BDH2",3
"PAPSS1",3
"CYP2U1",3
"ANK2",3
"CAMK2D",3
"ARSJ",3
"SPRY1",3
"ANKRD50",3
"PGRMC2",3
"JADE1",3
"PCDH18",3
"ELF2",3
"SETD7",3
"IL15",3
"GAB1",3
"OTUD4",3
"ARHGAP10",3
"DCLK2",3
"TLR2",3
"RNF175",3
"PDGFC",3
"GLRB",3
"TLL1",3
"PALLD",3
"SAP30",3
"GPM6A",3
"SNX25",3
"PDLIM3",3
"TLR3",3
"FAM149A",3
"CYP4V2",3
"FAT1",3
"CCDC127",3
"SRD5A1",3
"ANKRD33B",3
"DNAH5",3
"TRIO",3
"OTULIN",3
"RETREG1",3
"NPR3",3
"ADAMTS12",3
"TTC23L",3
"SKP2",3
"CPLANE1",3
"RICTOR",3
"PTGER4",3
"HCN1",3
"ITGA1",3
"SNX18",3
"MAP3K1",3
"PLK2",3
"TRIM23",3
"SREK1",3
"ANKRD31",3
"F2RL2",3
"F2R",3
"F2RL1",3
"CRHBP",3
"ZBED3",3
"VCAN",3
"EDIL3",3
"MAN2A1",3
"EPB41L4A",3
"TICAM2",3
"CDO1",3
"PRR16",3
"CDC42SE2",3
"RAD50",3
"SEPTIN8",3
"SOWAHA",3
"UBE2B",3
"PITX1",3
"FAM13B",3
"CDC23",3
"KDM3B",3
"EIF4EBP3",3
"PCDHGA1",3
"KCTD16",3
"CAMK2A",3
"RNF145",3
"TENM2",3
"WWC1",3
"FBLL1",3
"SPDL1",3
"DOCK2",3
"KCNIP1",3
"CREBRF",3
"CLTB",3
"ZNF346",3
"N4BP3",3
"PHYKPL",3
"CLK4",3
"ZFP2",3
"RUFY1",3
"RNF130",3
"MYLK4",3
"BPHL",3
"PXDC1",3
"FAM50B",3
"DSP",3
"NEDD9",3
"EDN1",3
"CD83",3
"KIF13A",3
"DEK",3
"RNF144B",3
"CDKAL1",3
"DCDC2",3
"ALDH5A1",3
"KIAA0319",3
"CARMIL1",3
"H1-2",3
"BTN3A2",3
"BTN2A2",3
"ZKSCAN3",3
"ZBED9",3
"HLA-F",3
"PSORS1C1",3
"HSPA1A",3
"HSPA1B",3
"PSMB8",3
"PSMB9",3
"FGD2",3
"KLC4",3
"PTK7",3
"SRF",3
"TMEM63B",3
"NFKBIE",3
"TMEM14A",3
"BEND6",3
"BAG2",3
"RIMS1",3
"COL12A1",3
"SRSF12",3
"PM20D2",3
"ANKRD6",3
"BACH2",3
"POU3F2",3
"FOXO3",3
"HS3ST5",3
"CALHM5",3
"MAN1A1",3
"PTPRK",3
"LAMA2",3
"EPB41L2",3
"STX7",3
"PDE7B",3
"HEBP2",3
"CITED2",3
"ADGRG6",3
"STX11",3
"RAB32",3
"SAMD5",3
"IPCEF1",3
"TIAM2",3
"RSPH3",3
"QKI",3
"TMEM184A",3
"IQCE",3
"SDK1",3
"RADIL",3
"TNRC18",3
"RNF216",3
"CYTH3",3
"RAC1",3
"ZNF853",3
"PHF14",3
"HDAC9",3
"TWISTNB",3
"NFE2L3",3
"SNX10",3
"HIBADH",3
"CREB5",3
"NOD1",3
"PDE1C",3
"FKBP9",3
"EEPD1",3
"SFRP4",3
"STARD3NL",3
"RALA",3
"DBNL",3
"IGFBP1",3
"TNS3",3
"COBL",3
"GALNT17",3
"CLDN3",3
"CLDN4",3
"CASTOR2",3
"GNAI1",3
"SEMA3E",3
"ELAPOR2",3
"RUNDC3B",3
"SRI",3
"CDK6",3
"PPP1R9A",3
"BAIAP2L1",3
"TMEM130",3
"AP4M1",3
"CNPY4",3
"PVRIG",3
"ZCWPW1",3
"EPHB4",3
"SLC12A9",3
"TRIM56",3
"RELN",3
"IMMP2L",3
"LRRN3",3
"FOXP2",3
"TES",3
"MET",3
"CTTNBP2",3
"TSPAN12",3
"CPED1",3
"GPR37",3
"FAM71F2",3
"SMO",3
"MEST",3
"CALD1",3
"SLC13A4",3
"TRIM24",3
"LUC7L2",3
"DENND2A",3
"TMEM178B",3
"TMEM139",3
"CASP2",3
"ARHGEF35",3
"ARHGEF5",3
"KRBA1",3
"RARRES2",3
"GIMAP2",3
"KCNH2",3
"ASIC3",3
"RHEB",3
"MNX1",3
"DNAJB6",3
"ARSD",3
"MXRA5",3
"PRKX",3
"TBL1X",3
"GPR143",3
"SHROOM2",3
"MID1",3
"ARHGAP6",3
"REPS2",3
"NHS",3
"MAP3K15",3
"ARX",3
"DMD",3
"DDX3X",3
"CFP",3
"SLC38A5",3
"HDAC6",3
"OTUD5",3
"KLF8",3
"PJA1",3
"FOXO4",3
"ZDHHC15",3
"MAGT1",3
"RTL3",3
"RAB9B",3
"LRCH2",3
"PLS3",3
"KLHL13",3
"DOCK11",3
"ZBTB33",3
"SMIM10",3
"SMIM10L2B",3
"ZFP92",3
"ARHGAP4",3
"LAGE3",3
"GAB3",3
"XKR5",3
"PDGFRL",3
"MTUS1",3
"LZTS1",3
"DMTN",3
"SORBS3",3
"PDLIM2",3
"DOCK5",3
"PNMA2",3
"DPYSL2",3
"SCARA3",3
"FUT10",3
"ADGRA2",3
"PLAT",3
"IKBKB",3
"SLC20A2",3
"SMIM19",3
"SPIDR",3
"XKR4",3
"LYN",3
"SDCBP",3
"ASPH",3
"TRAM1",3
"CRISPLD1",3
"ZFHX4",3
"MATN2",3
"ERICH5",3
"FZD6",3
"RIMS2",3
"EXT1",3
"TMEM65",3
"ZNF572",3
"LRATD2",3
"AGO2",3
"PTP4A3",3
"LYNX1",3
"MAFA",3
"FAM83H",3
"NRBP2",3
"EPPK1",3
"PARP10",3
"OPLAH",3
"DOCK8",3
"SMARCA2",3
"VLDLR",3
"GLIS3",3
"RLN2",3
"MPDZ",3
"NFIB",3
"CDKN2A",3
"TUSC1",3
"MOB3B",3
"DDX58",3
"ENHO",3
"HRCT1",3
"RECK",3
"GLIPR2",3
"RNF38",3
"ALDH1B1",3
"CNTNAP3",3
"CNTNAP3B",3
"PGM5",3
"TMEM252",3
"FAM122A",3
"FAM189A2",3
"PCSK5",3
"AGTPBP1",3
"AUH",3
"NFIL3",3
"AOPEP",3
"FANCC",3
"HABP4",3
"PRXL2C",3
"MFSD14C",3
"XPA",3
"CORO2A",3
"STX17",3
"PGAP4",3
"NIPSNAP3B",3
"PTPN3",3
"ZNF483",3
"UGCG",3
"SNX30",3
"COL27A1",3
"TLR4",3
"MEGF9",3
"SPTAN1",3
"PKN3",3
"PTPA",3
"PRRC2B",3
"GBGT1",3
"GPSM1",3
"EGFL7",3
"DIPK1B",3
"GRIN1",3
"ANAPC2",3
"RNF224",3
"SLC34A3",3
"NRARP",3
"NOXA1",3
"EHMT1",3
"SIRT3",3
"SIGIRR",3
"LRRC56",3
