"","MekDD_1_1","Aktmyr_1_2","ARPE19_1_3","RasV12_1_4","T53D4_1_5","MekDD_3_1","Aktmyr_3_2","ARPE19_3_3","RasV12_3_4","T53D4_3_5","RasV12_2_4","T53D4_2_5","MekDD_2_1","Aktmyr_2_2","ARPE19_2_3"
"ECSIT",9.62249158759736,9.46400447851691,9.58980852374702,9.97544284663591,9.86130811449278,9.42782456576698,9.37690089852589,9.48760994262614,9.40445783556506,9.69197957510176,9.62254371945386,9.54347048527886,9.60933735008569,9.2440077885603,9.48891906803115
"CNN1",6.10423734588912,6.26647167125665,7.28316088137962,4.67384686983736,7.03098096545506,5.5502445993055,4.65178487148647,5.02932832659336,4.53272632445421,5.13808771870997,4.72582898993164,5.75965873190739,6.31845347163804,5.33121375221284,5.80400266878369
"ELOF1",10.2226146537469,10.107885141708,10.4390697554981,10.3402683955901,10.5168008660613,10.2556132865103,10.2693970917763,10.4892563948653,10.3753680781059,10.4639418687884,10.4343354094802,10.3966611739849,10.2956545934404,10.2245914484036,10.4047103125803
"ZNF441",6.98530400078048,7.80151878938396,7.36015157369715,7.03569761943912,6.84356811290431,6.97068380933562,7.44628604043544,7.11870202643368,7.21155365508509,6.8812423189895,6.97436876829022,7.04529304084427,7.15618510912416,7.42463087986452,7.06717896840964
"ZNF491",4.48399703753618,5.10896159973345,4.76153635828573,4.36845448613578,4.7313328292104,4.62540457307473,4.60039339415912,4.33290230357763,4.29331077467909,4.41085796722292,4.13609857823878,4.50811991470433,4.58122302177181,4.69016792004089,4.59083833753507
"ZNF439",4.38412275062253,5.3553401625445,5.15324498298154,4.06468542546257,4.79321356044616,4.01200974625231,5.1779079865257,4.95306509049373,4.02483236287999,4.54447111600944,3.93771068444037,4.59478670169617,3.98169515439083,5.31410117323379,4.99705771216222
"ZNF69",6.05002894033918,5.85314801099317,6.02739768801501,5.10493787618095,5.78303634343813,5.70475501818904,5.92582051822455,5.68091126261693,4.9619353923084,5.49470671713256,4.90478384989171,5.75280960937132,5.94417864847506,5.77411293262904,5.93464165612456
"ZNF700",7.63219916020551,7.66105050023792,7.46009580951613,7.94435644283359,7.55855690845943,7.6122470657219,7.87987677094035,7.53348701460313,7.93629300737879,7.60337564671433,7.856668349401,7.60292259229212,7.67472118948436,7.67977997308799,7.590815419663
"ZNF433",5.71367060696959,6.22227047043783,6.00887477289034,5.39219836075337,5.95263795718096,5.78040196068375,5.95888030766182,5.80561573672528,5.42160434874036,5.83002891502327,5.40874963619244,5.82506885403911,5.71734369531755,6.15779039673579,5.83459438769514
"ZNF844",4.79526905775043,4.99069168183819,5.15260224303841,4.17918629970783,4.92914964385576,4.93362998157903,5.04008386146971,4.66878031913456,4.10544788813175,4.73245632510229,3.99757230216476,4.61198162244824,4.64233902211219,4.58165082742124,4.94331738828719
